title,overview,cosine_similarity
(주)세원,경량화 및 친환경 오일필터 모듈 제품 개발 대한민국 1425043936.0 경량화 및 친환경 오일필터 모듈 제품 개발 서창석EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan,"0.42735849667586984,0.39942654733954625,0.39942654733954625,0.3949936451466586,0.2308424083878932,0.2284700183638597,0.22686696561517175,0.22386555711920297,0.22263554472656996,0.22185110814506193"
(주)세원,우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 대한민국 1425124378.0 우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 박문걸EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan,"0.9690075437617824,0.39942654733954625,0.3696827432174367,0.34168581045440627,0.21805085334177063,0.2136165779778362,0.2114212194988552,0.20993778911496622,0.20716035053034926,0.20602212363339584"
(주)세원,염료감응 태양전지용 나노소재 및 전해질 상용화 기술개발 대한민국 1425067199.0 염료감응 태양전지용 나노소재 및 전해질 상용화 기술개발 서창석EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan,"0.42735849667586984,0.37188686551132366,0.3696827432174367,0.3696827432174367,0.21906887697192956,0.2168174846825582,0.21529619157253435,0.21244786230263238,0.21128058357166846,0.21053615518796392"
(주)세원,Euro6 배출가스규제 대응 오일압력손실 최소화 오일필터모듈개발 대한민국 1415150640.0 Euro6 배출가스규제 대응 오일압력손실 최소화 오일필터모듈개발 서창석EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan,"0.3949936451466586,0.37188686551132366,0.34168581045440627,0.34168581045440627,0.20247828211300686,0.200397392990757,0.19899131094128614,0.19635869226247746,0.19527981426091215,0.19459176316770288"
(주)세원,우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 대한민국 1425112714.0 우레아 해동기술을 적용한 연료필터 히팅시스템 개발 및 국산화 박문걸EQU 저공해용 플라스틱 오일모듈 개발 1425055431.0 2.01e+19 NFEC-2011-02-144764 2009.0 2009.0 N30 중소기업청 S2011 중소기업기술개발사업 ZA32778 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I03 고분자재료 nan nan nan nan,"0.9690075437617824,0.39942654733954625,0.3696827432174367,0.34168581045440627,0.21805085334177063,0.2136165779778362,0.2114212194988552,0.20993778911496622,0.20716035053034926,0.20602212363339584"
(주)미소테크,"기술가치 분석·평가모델 시스템 개발 대한민국 1425082846.0 기술가치 분석,평가모델 시스템 개발 이영근EQU 기술가치 분석,평가모델 시스템 개발 1425082846.0 2.02e+19 NFEC-2015-03-200444 2014.0 2013.0 P48 중소기업청 S2051 창업성장-기술개발사업 ACB9949 10315.0 정보검색 및 DB기술 11500.0 정보검색 및 DBMS기술 EE0203 System Integration nan nan nan nan","0.10203205941416,0.10203205941416,0.10053250523761953,0.09438498772757607,0.09207851252062628,0.08397831568298655,0.0827196103153556,0.08025960922200438,0.07649235374467106,0.07605798116046365"
(주)세종이엔씨,토양 중 석면 처리기술 개발 대한민국 1425083206.0 토양 중 석면 처리기술 개발 민경남EQU 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 1425129655.0 2.02e+19 NFEC-2020-04-262547 2019.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAP6689 50114.0 폐기물 처리 및 활용기술 90502.0 ICT기반 자원 개발·처리 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan,"0.7476747812406064,0.6410118671814877,0.19608222183478305,0.19608222183478305,0.19144834192360133,0.18221003926690868,0.16697530444805234,0.1645466945394357,0.1435508133634408,0.14105808314873478"
(주)세종이엔씨,충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 대한민국 1425129655.0 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 민경남EQU 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 1425129655.0 2.02e+19 NFEC-2020-04-262547 2019.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAP6689 50114.0 폐기물 처리 및 활용기술 90502.0 ICT기반 자원 개발·처리 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan,"0.7476747812406064,0.6786413936229643,0.11098723138607222,0.1109872313860722,0.1083643444302576,0.10313524397954539,0.09958835477748466,0.0945120193821081,0.09313736803762647,0.08814443574952224"
(주)세종이엔씨,암반에서 확장 가능한 굴착비트와 확공기술 개발 대한민국 1425076244.0 암반에서 확장 가능한 굴착비트와 확공기술 개발 민경남EQU 충격력을 최소화한 분급 및 원료 물성에 따른 실시간 공정최적화를 통한 베트남 미연탄소 고함량 플라이애시 스마트 정제 팩토리 기술 개발 1425129655.0 2.02e+19 NFEC-2020-04-262547 2019.0 2019.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAP6689 50114.0 폐기물 처리 및 활용기술 90502.0 ICT기반 자원 개발·처리 기술 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan,"0.6786413936229643,0.6410118671814877,0.17797779947832953,0.1779777994783295,0.17377176926344406,0.16538644619658105,0.15155834616117556,0.14935397167335973,0.1302966563550916,0.11980935992884212"
헵시바(주),고효율 양력형 수직축 풍력발전기 개발 (6kW) 대한민국 1415113706.0 고효율 양력형 수직축 풍력발전기 개발 (6kW) 남효우EQU 3 레벨 인버터의 스위치 고장검출 방법을 적용한 50kW 태양광발전시스템 1425089587.0 2.02e+19 NFEC-2015-08-204292 2014.0 2014.0 P48 중소기업청 S2047 융복합기술개발사업 이전기술과제 ABQ2386 50218.0 기타 에너지기술 20102.0 태양에너지 기술 EF0601 태양광 nan nan nan nan,"0.11499403659650728,0.1110485105068425,0.11087161538439917,0.10307136180767155,0.1030139371378624,0.10259190039985248,0.10162741261857632,0.09950728951543146,0.09610346522075391,0.09529718050421486"
(주)이노룰스,지능형 규칙기반 통합 금융 상품 관리 시스템 대한민국 1711026409.0 지능형 규칙기반 통합금융상품 관리시스템 개발 심현섭EQU 지능형 규칙기반 통합금융상품 관리시스템 개발 1711026409.0 2.02e+19 NFEC-2016-10-212522 2015.0 2015.0 P12 미래창조과학부 D100D190D191 SW컴퓨팅산업원천기술개발 ABW0335 10411.0 기타 정보기술 10201.0 차세대 유무선 통신네트워크 기술(5G) EE99 기타 정보/통신 nan nan nan nan,"0.5719668328580209,0.14248791424297663,0.14239499790693205,0.13176047990843204,0.12626151183257556,0.11264808826895926,0.11009256574011057,0.10220052716781765,0.09037171955898096,0.08802553877240919"
(주)이노룰스,"100배 빠른 TPS, Global No.1 BRMS 개발 대한민국 1711045086.0 100배 빠른 TPS, Global No.1 BRMS 개발 박종배EQU 지능형 규칙기반 통합금융상품 관리시스템 개발 1711026409.0 2.02e+19 NFEC-2016-10-212522 2015.0 2015.0 P12 미래창조과학부 D100D190D191 SW컴퓨팅산업원천기술개발 ABW0335 10411.0 기타 정보기술 10201.0 차세대 유무선 통신네트워크 기술(5G) EE99 기타 정보/통신 nan nan nan nan","0.5719668328580209,0.14709300086700294,0.12281225833440626,0.11194806787750085,0.09425239895325001,0.09343700813879924,0.09335333135880187,0.09287770188838688,0.09243156420410613,0.0912630830875393"
(주)마크애니,클라우드 기반의 OTT 서비스의 저작권 보호를 위한 실시간 포렌식마크 융합형 Trackable DRM 시스템 개발 대한민국 1415145937.0 클라우드 기반의 OTT 서비스의 저작권 보호를 위한 실시간 포렌식마크 융합형 Trackable DRM 시스템 개발 이병훈EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.4025741291056084,0.34365913558598815,0.3322217009566152,0.3224677669302328,0.31130092978076823,0.27088034168773417,0.10143526329932351,0.09812858024662494,0.09198287161685426,0.0898522126382838"
(주)마크애니,초고화질 및 화질열화 동영상 콘텐츠에 대한 CFC(Continuous Feature Code) 기반 실시간 보호-필터링 및 검색 SW 플랫폼 기술 개발 대한민국 1425111961.0 초고화질 및 화질열화 동영상 콘텐츠에 대한 CFC(Continuous Feature Code) 기반 실시간 보호-필터링 및 검색 SW 플랫폼 기술 개발 신동환EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.38392944545797153,0.3314467184847485,0.2830691846003567,0.27088034168773417,0.25696441493807154,0.2491460844360234,0.08992053082952331,0.08903241213907495,0.08577317372331025,0.08301293760333371"
(주)마크애니,마이크로 라이센싱 기반의 3D 프린팅 디지털 저작물 보호 및 관리 기술 개발 대한민국 1711055243.0 마이크로 라이센싱 기반의 3D 프린팅 디지털 저작물 보호 및 관리 기술 개발 최종욱EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.38860648169940454,0.37602807780622927,0.3468207008491327,0.34389392869851243,0.3314467184847485,0.3224677669302328,0.1754151740129931,0.1411546288043217,0.12813334503445212,0.10805267225548024"
(주)마크애니,AI 기반의 상품 이미지 분석을 통한 맞춤형 상품추천 및 위조상품 선별 기술 개발 대한민국 1415167278.0 AI 기반의 상품 이미지 분석을 통한 맞춤형 상품추천 및 위조상품 선별 기술 개발 최종욱EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.37602807780622927,0.37514930631200377,0.3348105383348639,0.33198511829236504,0.31130092978076823,0.25696441493807154,0.11496939807826298,0.1123782169979187,0.10600847616801752,0.10010169011985348"
(주)마크애니,Sound QR Code 플랫폼 기반의 사운드 명함 대한민국 1425080121.0 Sound QR Code  플랫폼 기반의 사운드 명함 신동환EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.38860648169940454,0.38392944545797153,0.37514930631200377,0.37433113460877543,0.36666356402408407,0.34365913558598815,0.10065167478085674,0.09966641376746112,0.09516889263707755,0.0943966496458192"
(주)마크애니,UHD급 방송콘텐츠의 고성능 포렌식마크 삽입 IP 및 SoC 개발 대한민국 1415153561.0 UHD급 방송콘텐츠의 고성능 포렌식마크 삽입 IP 및 SoC 개발 이병훈EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.4025741291056084,0.36666356402408407,0.36422233033931295,0.34389392869851243,0.33198511829236504,0.2830691846003567,0.11042196404041969,0.10956940944367274,0.09355009868515889,0.09355009868515889"
(주)마크애니,데이터 보안을 위한 서버 기반의 키 없는 고성능 전자서명 및 시간 검증 시스템 대한민국 1425094519.0 데이터 보안을 위한 서버 기반의 키 없는 고성능 전자서명 및 시간 검증 시스템 이동욱EQU 개방형 차량 표준 플랫폼 개발 1415109705.0 2.01e+19 NFEC-2013-02-175782 2011.0 2010.0 N38 지식경제부 200907436310301A 정보통신성장기술개발 ZA20867 10311.0 멀티미디어 단말기 및 운영체계기술 10300.0 이동 멀티미디어 컨텐츠 기술 L12 ITS/텔레매틱스 nan nan nan nan,"0.37433113460877543,0.36422233033931295,0.3468207008491327,0.3348105383348639,0.3322217009566152,0.2491460844360234,0.11503065052130719,0.09432440161849277,0.09149576670835126,0.09102939187180523"
(주)에스씨티,빅데이터 기반의 고주파 유도 용해로 폭발 및 고장예지를 위한 지능형 클라우드 서비스 대한민국 1425131475.0 빅데이터 기반의 고주파 유도 용해로 폭발 및 고장예지를 위한 지능형 클라우드 서비스 서창성EQU 생물의약품 재조합아데노바이러스 제조공정 및 품질평가분석 원천기술의 산업화 1425069625.0 2.01e+19 NFEC-2012-03-157877 2012.0 2011.0 N30 중소기업청 S2031 구매조건부신제품개발사업 ZA41213 10314.0 신호처리기술(영상·음성처리·인식·합성) 20600.0 대량생산공정 기술 G03 의약품/의약품개발 nan nan nan nan,"0.39728859886647516,0.1267808616651518,0.1267808616651518,0.12320374034361845,0.11931093007786243,0.11369870858418969,0.104966729598075,0.10291056037136707,0.09812858024662494,0.09634576064021037"
(주)에스씨티,임상시험용 아데노바이러스 제조 및 품질평가 원천기술 개발과 산업화 대한민국 1415122016.0 임상시험용 아데노바이러스 제조 및 품질평가 원천기술 개발과 산업화 최영국EQU 생물의약품 재조합아데노바이러스 제조공정 및 품질평가분석 원천기술의 산업화 1425069625.0 2.01e+19 NFEC-2012-03-157877 2012.0 2011.0 N30 중소기업청 S2031 구매조건부신제품개발사업 ZA41213 10314.0 신호처리기술(영상·음성처리·인식·합성) 20600.0 대량생산공정 기술 G03 의약품/의약품개발 nan nan nan nan,"0.39728859886647516,0.14262983806916085,0.12577785436671438,0.12539048915424275,0.12539048915424275,0.12524624482693986,0.1237390169492484,0.12185259718553383,0.1180024783505869,0.11800086351002975"
테크원(주),지능형 LED가로등과 무선 메시 네트워크 기반에의한 가로등 조명제어 시스템의 기술개발 대한민국 1415115849.0 지능형 LED가로등과 무선 메시 네트워크 기반에의한 가로등 조명제어 시스템의 기술개발 김재권EQU 지능형 LED가로등과 무선 메시 네트워크 기반에의한 가로등 조명제어 시스템의 기술개발 1415115849.0 2.01e+19 NFEC-2012-04-161833 2012.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) ABB0501 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 K06 가정용기기/전자응용기기 L04 광대역 통합망 O11 친환경 소재/제품,"0.09853885283699379,0.08503873435120278,0.08175661493764606,0.07914477208893433,0.07767338608774949,0.07650140730092123,0.0756930167819309,0.0756930167819309,0.0753625737523927,0.07327566592810142"
(주)심텍,전립선 치료용 Water jet 수술기구 개발 대한민국 1425054077.0 전립선 치료용 Water Jet 수술기구 개발 김창식EQU B2it 공법을 이용한 플래쉬메모리카드 및 CSP 기판개발 1415078556.0 2.01e+19 NFEC-2009-11-076997 2008.0 2007.0 38 산업자원부 2.01E+13 부품소재산업경쟁력향상사업 ZA36977 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I3 전기·전자 nan 전자요소기술 nan nan,"0.5325780050913652,0.1948675971112021,0.1946727537826222,0.1926720828389671,0.1913202051869133,0.18878907383536805,0.1877517865304363,0.18709025977477453,0.1869388485444663,0.1864848427717919"
(주)심텍,전립선 치료용 Water jet 수술기구 개발 대한민국 1425054077.0 전립선 치료용 Water Jet 수술기구 개발 김창식EQU 고성능 모바일 전자기기를 위한 ASIC/Memory 모듈용 50um Via Pitch GCB(Glass Circuit Board)기반 응용 기술 개발 1711041036.0 2.02e+19 NFEC-2017-09-239580 2017.0 2016.0 P12 미래창조과학부 U60004 전자정보디바이스 산업원천기술개발사업 ZA36977 10112.0 집적회로기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 ED0502 PCB 부품 nan nan nan nan,"0.5325780050913652,0.1461913703748514,0.1446269696953366,0.14357101799903366,0.14159637778606196,0.14078805154780152,0.14027281616345186,0.14015491801274496,0.13980146715841762,0.1394900702630829"
정원이앤씨,"선박용 배기가스내 NOx, SOx 산화를 이용한 스크러버 동시저감 기술 개발 대한민국 1425095441.0 선박용 배기가스내 NOx, SOx 산화를 이용한 스크러버 동시저감 기술 개발 오원철EQU 선박용 배기가스내 NOx, SOx 산화를 이용한 스크러버 동시저감 기술 개발 1425088212.0 2.01e+19 NFEC-2014-12-194828 2014.0 2014.0 P48 중소기업청 S2031 구매조건부신제품개발사업 ACJ2139 50411.0 해양환경 관리기술 20504.0 해양에너지 기술 EA0705 대기오염방지설비 nan nan nan nan","0.12824796492067572,0.12804367186573784,0.10717269028737904,0.10180335795036334,0.08311073162132931,0.08115359574457993,0.08048777827760477,0.07945777637876793,0.0752028294567719,0.06571194358871363"
(주)영텍,고정밀 pH 제어가능한 신소재 합성용 중성수 제조장치 개발 대한민국 1425125884.0 고정밀 pH 제어가능한 신소재 합성용 중성수 제조장치 개발 이연EQU 페일프리즈 기능을 탑재한 차세대형 지능형 액츄에이터 개발 1410044478.0 2.01e+19 NFEC-2009-10-073041 2007.0 2006.0 38 산업자원부 2.30E+15 산업혁신기술개발-공통핵심기술 ZA45364 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41200.0 지능형 생산시스템 기술 nan nan nan nan nan nan,"0.13197992127543653,0.1319799212754365,0.13179486666645057,0.11926192198067663,0.11406714899942248,0.11362499571996283,0.11221263780309843,0.11220203923265203,0.1117644094880322,0.10917416574229165"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호EQU 친환경 전파특성 지도의 단계별 구축(1차년도) 1711009026.0 2.02e+19 NFEC-2015-02-196444 2013.0 2013.0 P12 미래창조과학부 1.25E+22 미래전파이용기반조성 ACE0012 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10200.0 초고속 무선 멀티미디어/4G이동통신기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.9656339429206011,0.8824444363548984,0.6507517543454615,0.6197678857757233,0.5696941525369232,0.5483330226705065,0.5159987620941366,0.49803654714807644,0.4923373782579485,0.4851944275721195"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호EQU 무인항공기 활용 등 전파이용기술 연구 1711173093.0 2.02e+19 NFEC-2022-11-282498 2022.0 2022.0 P71 과학기술정보통신부 1.63E+23 전파자원의효율적확보기반조성사업 ACE0012 10411.0 기타 정보기술 110701.0 초고속·대용량·초저지연 통신 네트워크 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.9744288606055285,0.909160525374984,0.7123214419444498,0.6813785858120938,0.6287000295080206,0.6144720313079984,0.5865804510927469,0.5523105018589772,0.5235552946862742,0.5133655175413039"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호EQU 테라헤르츠파 전파전달 측정시스템 구축을 위한 장비 구매 1711048237.0 2.02e+19 NFEC-2017-03-236876 2016.0 2016.0 P12 미래창조과학부 1.35E+22 주파수활용여건조성 ACE0012 10314.0 신호처리기술(영상·음성처리·인식·합성) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.9661364914475911,0.8841097842773463,0.655541285500268,0.6247055281218494,0.6242810827419086,0.6066097246078304,0.5891928261146891,0.5746524723374801,0.5745127530985339,0.5244148577820313"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호EQU 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 1711102251.0 2.02e+19 NFEC-2020-02-260856 2019.0 2019.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 90502.0 ICT기반 자원 개발·처리 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.9676642512173772,0.9156244792542945,0.7684242088869659,0.6905848822386675,0.6592202975367043,0.6572068721482432,0.6254934818312532,0.622525069478889,0.6199472948267795,0.5739615272828801"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호EQU 무인항공기 활용 등 전파이용기술 연구를 위한 장비 구매 1711079124.0 2.02e+19 NFEC-2019-01-248593 2018.0 2018.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.9695774116709093,0.8918192855635734,0.6905848822386675,0.6868220149479791,0.6592202975367042,0.655379681536676,0.6535641860513739,0.6214583393853798,0.6144720313079984,0.6066097246078304"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711138737.0 무인항공기 활용 등 전파이용기술 연구 최광호EQU 테라헤르츠파 정반사율 및 안테나특성 측정용 장비 구매 1711060315.0 2.02e+19 NFEC-2018-02-242266 2017.0 2017.0 P71 과학기술정보통신부 1.35E+22 주파수활용여건조성 ACE0012 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 ED0707 전자 계측기 EE0599 달리 분류되지 않는 위성/전파 nan nan,"0.9636426995970556,0.875860791528477,0.6868220149479791,0.6535641860513739,0.6318582215204511,0.6242810827419086,0.6020255959120769,0.6003556545576827,0.5891928261146893,0.5594761561673471"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호EQU 친환경 전파특성 지도의 단계별 구축(1차년도) 1711009026.0 2.02e+19 NFEC-2015-02-196444 2013.0 2013.0 P12 미래창조과학부 1.25E+22 미래전파이용기반조성 ACE0012 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10200.0 초고속 무선 멀티미디어/4G이동통신기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.8824444363548984,0.8824444363548984,0.6475178025942916,0.6166879103071377,0.5975650963462016,0.5666422939606731,0.5591262277989216,0.5591262277989216,0.5569738115662827,0.514034208428788"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호EQU 무인항공기 활용 등 전파이용기술 연구 1711173093.0 2.02e+19 NFEC-2022-11-282498 2022.0 2022.0 P71 과학기술정보통신부 1.63E+23 전파자원의효율적확보기반조성사업 ACE0012 10411.0 기타 정보기술 110701.0 초고속·대용량·초저지연 통신 네트워크 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.909160525374984,0.909160525374984,0.700469108602401,0.6700411113860352,0.622525069478889,0.6225250694788887,0.6184096835268669,0.6120109093255193,0.6099866665378407,0.5196111049317459"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호EQU 테라헤르츠파 전파전달 측정시스템 구축을 위한 장비 구매 1711048237.0 2.02e+19 NFEC-2017-03-236876 2016.0 2016.0 P12 미래창조과학부 1.35E+22 주파수활용여건조성 ACE0012 10314.0 신호처리기술(영상·음성처리·인식·합성) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.8841097842773463,0.8841097842773463,0.6522271984619646,0.6458741883632416,0.6215473311641625,0.614043145967008,0.6048670223131036,0.5715337581641647,0.5686891198311274,0.5686891198311274"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호EQU 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 1711102251.0 2.02e+19 NFEC-2020-02-260856 2019.0 2019.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 90502.0 ICT기반 자원 개발·처리 기술 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.9156244792542945,0.9156244792542944,0.7437749316595305,0.7070105692152551,0.6728939111430867,0.6526227188314145,0.6154157050493734,0.6120109093255193,0.6048670223131036,0.5975650963462016"
국립전파연구원,무인항공기 활용 등 전파이용기술 연구 대한민국 1711102251.0 무인항공기 전파분석과 전파 이용 신기술 및 데이터 표준화 연구 최광호EQU 무인항공기 활용 등 전파이용기술 연구를 위한 장비 구매 1711079124.0 2.02e+19 NFEC-2019-01-248593 2018.0 2018.0 P71 과학기술정보통신부 1.35E+22 전파자원의효율적확보기반조성(R&D) ACE0012 10411.0 기타 정보기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EE0599 달리 분류되지 않는 위성/전파 nan nan nan nan,"0.8918192855635734,0.8918192855635734,0.7684242088869659,0.7684242088869658,0.7437749316595305,0.6918250831226448,0.6407662677287724,0.614043145967008,0.6099866665378407,0.6076012911221237"
