BusinessNum,KorNumber,docdbFamilyID,applicationCountryCode,applicationDate,applicationKindCode,BizNo,publicationCountryCode,publicationDate,publicationKindCode,publicationNumber
1358607358,1020000000000.0,6441697.0,US,1995-06-06,A,46977995,US,1999-11-09,A,5980915
4038104505,2020000000000.0,19606317.0,KR,1999-08-05,A,19990032168,KR,2001-03-05,A,20010016937
1078601374,1020000000000.0,58410754.0,CN,2017-04-13,A,2.02E+11,CN,2018-06-15,A,108158777
2118802388,1020000000000.0,53395319.0,CN,2015-07-20,A,2.02E+11,CN,2016-12-07,A,106210848
2208705122,1020000000000.0,54400019.0,KR,2016-03-03,W,2016002163,WO,2016-09-29,A1,2016153189
6608102435,1020000000000.0,61000478.0,KR,2018-09-17,W,2018010917,WO,2019-04-04,A1,2019066347
4018106704,1020000000000.0,74086850.0,KR,2020-05-20,W,2020006601,WO,2021-08-05,A1,2021153849
1178105378,1020000000000.0,61231616.0,US,2018-01-04,A,2.02E+11,US,2018-07-12,A1,2018196984
1358103935,1020000000000.0,36647702.0,JP,2005-06-30,T,2007550273,JP,2008-11-06,T,2008538820
1138600236,1020000000000.0,60478737.0,CN,2016-12-14,A,2.02E+11,CN,2019-02-05,A,109313682
3208809508,2020000000000.0,19669564.0,KR,2000-05-22,A,20000027448,KR,2001-12-07,A,20010106614
3148105263,1020000000000.0,43777690.0,CN,2011-04-28,A,2.01E+11,CN,2013-05-15,A,103109216
2394104400,1020000000000.0,43409565.0,KR,2010-12-07,W,2010008684,WO,2012-03-08,A1,2012030022
1010109319,1020000000000.0,56284494.0,US,2015-06-19,A,2.02E+11,US,2017-12-07,A1,2017348998
1108600840,1020000000000.0,70854076.0,CN,2019-11-07,A,2.02E+11,CN,2020-08-28,A,111602214
2142907946,1020000000000.0,37733450.0,MY,2007-03-09,A,PI20070372,MY,2012-03-15,A,145657
1378105904,1020000000000.0,73679757.0,KR,2020-11-09,W,2020015624,WO,2021-09-16,A1,2021182710
1128700938,1020000000000.0,69051952.0,KR,2020-09-08,W,2020012092,WO,2021-03-18,A1,2021049844
2078501247,2020000000000.0,19668753.0,KR,2000-05-16,A,20000026157,KR,2001-11-29,A,20010105570
1958100617,1020000000000.0,65277403.0,KR,2019-04-18,W,2019004710,WO,2020-01-16,A1,2020013429
1208700548,1020000000000.0,49673497.0,KR,2012-05-31,W,2012004321,WO,2013-12-05,A1,2013180325
3658600368,1020000000000.0,70282422.0,KR,2019-11-07,A,20190141486,KR,2020-04-03,B1,102096784
2438600805,1020000000000.0,77466488.0,CN,2020-04-27,A,2.02E+11,CN,2021-09-28,A,113442989
1078102230,1020000000000.0,51933712.0,KR,2013-07-25,W,2013006654,WO,2014-11-27,A1,2014189170
7078609313,1020000000000.0,59057362.0,KR,2016-12-16,W,2016014766,WO,2017-06-22,A1,2017105119
4180803103,1020000000000.0,49857451.0,KR,2014-03-27,W,2014002630,WO,2014-10-16,A1,2014168361
1368103966,1020000000000.0,36839218.0,CN,2006-01-16,A,2.01E+11,CN,2006-07-26,A,1807040
1438803018,1020000000000.0,76545809.0,KR,2020-12-30,W,2020019386,WO,2021-07-08,A1,2021137615
2018604403,1020000000000.0,62628367.0,KR,2017-11-27,A,20170159622,KR,2018-06-04,A,20180059385
2348109187,1020000000000.0,67258221.0,CN,2019-08-05,A,2.02E+11,CN,2020-10-30,A,111867418
4798606131,1020000000000.0,74193516.0,KR,2020-03-24,W,2020004017,WO,2021-01-28,A1,2021015391
8068701324,1020000000000.0,60808761.0,US,2017-10-31,A,2.02E+11,US,2018-05-03,A1,2018121883
4798109031,1020000000000.0,66283753.0,KR,2017-11-08,A,20170147892,KR,2019-04-25,A,20190043064
6178600287,1020000000000.0,55350934.0,EP,2015-08-17,A,15833496,EP,2021-02-24,B1,3180352
6468801150,1020000000000.0,76858745.0,KR,2021-06-22,A,20210080533,KR,2021-07-13,A,20210087900
8368803963,1020000000000.0,68068888.0,KR,2018-08-10,W,2018009143,WO,2019-10-17,A1,2019198885
1341009774,1020000000000.0,49222916.0,KR,2013-03-11,W,2013001933,WO,2013-09-26,A1,2013141506
1828705731,1020000000000.0,59354820.0,KR,2017-10-31,W,2017012183,WO,2018-05-11,A1,2018084542
5438700858,1020000000000.0,70003091.0,US,2020-04-02,A,2.02E+11,US,2021-05-27,A1,2021158572
1058706884,1020000000000.0,58240264.0,EP,2016-08-29,A,16844615,EP,2018-07-18,A1,3349442
3108805485,1020000000000.0,69999228.0,KR,2020-08-06,W,2020010416,WO,2021-02-11,A1,2021025492
1178105341,1020000000000.0,58386355.0,KR,2016-09-23,W,2016010662,WO,2017-03-30,A1,2017052269
2398606677,1020000000000.0,70737371.0,US,2020-01-09,A,2.02E+11,US,2021-06-10,A1,2021170322
1048607638,1020000000000.0,61074166.0,KR,2016-11-30,W,2016014010,WO,2018-02-08,A1,2018026065
3148100574,1020000000000.0,45614380.0,KR,2012-05-18,W,2012003929,WO,2013-01-24,A3,2012161471
7828102543,1020000000000.0,65009199.0,US,2019-06-20,A,2.02E+11,US,2019-12-26,A1,2019392609
5158106539,1020000000000.0,63593483.0,KR,2018-02-27,W,2018002418,WO,2018-11-22,A1,2018212434
7680809803,1020000000000.0,72826221.0,EP,2020-10-16,A,20202230,EP,2021-09-08,A1,3875695
2128107296,1020000000000.0,42083832.0,KR,2010-03-22,W,2010001743,WO,2011-03-03,A1,2011025112
1218601139,1020000000000.0,62147388.0,CN,2017-01-20,A,2.02E+11,CN,2018-06-01,A,108111389
8898700378,1020000000000.0,76135897.0,KR,2020-02-28,A,20200025472,KR,2021-05-27,B1,102257403
2208108474,1020000000000.0,74682689.0,US,2020-04-03,A,2.02E+11,US,2021-12-14,B2,11201214
2938606472,1020000000000.0,67473662.0,KR,2019-05-14,W,2019005763,WO,2020-07-30,A1,2020153536
2068108426,1020000000000.0,54061301.0,US,2015-03-25,A,2.02E+11,US,2017-11-23,A1,2017334238
7018602311,1020000000000.0,41478687.0,FR,2010-06-23,W,2010051280,WO,2010-12-29,A1,2010149931
1058709213,1020000000000.0,68160476.0,US,2019-04-17,A,2.02E+11,US,2019-10-17,A1,2019318654
2208205880,1020000000000.0,45611562.0,EP,2011-07-08,A,11803841,EP,2013-05-15,A2,2592594
5038102540,1020000000000.0,40982821.0,KR,2009-04-10,W,2009001852,WO,2009-10-15,A2,2009125996
5258101607,1020000000000.0,61689912.0,JP,2016-11-24,A,2016228190,JP,2019-04-03,B2,6493767
1128606562,1020000000000.0,63454328.0,US,2017-07-18,A,2.02E+11,US,2019-12-05,A1,2019365572
4188107205,1020000000000.0,53788480.0,KR,2015-03-03,W,2015002008,WO,2015-12-23,A1,2015194739
4288805245,1020000000000.0,70679399.0,KR,2020-07-21,W,2020009596,WO,2021-02-04,A1,2021020796
2208607861,1020000000000.0,19709092.0,CN,2001-11-02,A,1137730,CN,2002-12-11,A,1384312
7728606527,1020000000000.0,72708151.0,KR,2019-12-10,A,20190163398,KR,2020-09-23,A,20200110141
4168105134,1020000000000.0,39533924.0,JP,2007-07-24,A,2007192403,JP,2008-11-06,A,2008270698
1048107180,1020000000000.0,65006476.0,KR,2018-08-22,W,2018009669,WO,2020-02-27,A1,2020040325
1388108138,1020000000000.0,73035198.0,US,2020-11-02,A,2.02E+11,US,2021-05-13,A1,2021142404
1058105828,1020000000000.0,52993100.0,KR,2014-09-11,W,2014008485,WO,2015-04-30,A1,2015060538
5558608365,1020000000000.0,61094730.0,TW,2018-05-15,A,107116473,TW,2020-01-11,B,I682478
1928804379,1020000000000.0,49220256.0,KR,2012-04-06,W,2012002629,WO,2013-09-26,A1,2013141434
8168601474,1020000000000.0,70679520.0,KR,2020-11-30,W,2020017281,WO,2021-06-24,A1,2021125618
1088100870,1020000000000.0,58743301.0,KR,2017-10-16,W,2017011417,WO,2018-05-03,A1,2018080075
1498802795,1020000000000.0,69570312.0,CN,2019-07-17,A,2.02E+11,CN,2021-05-07,A,112770729
4990504730,1020000000000.0,25368763.0,NO,1994-10-28,A,944113,NO,2000-05-02,B1,307594
1058706122,1020000000000.0,50270002.0,KR,2014-07-31,W,2014007047,WO,2015-02-05,A1,2015016634
5208703721,1020000000000.0,57734629.0,US,2017-06-09,A,2.02E+11,US,2019-05-30,A1,2019162406
1198104282,1020000000000.0,60160859.0,KR,2016-10-28,W,2016012264,WO,2017-11-02,A1,2017188528
3678100132,1020000000000.0,60811479.0,KR,2017-11-23,A,20170157627,KR,2018-05-24,A,20180054505
1208602622,2020000000000.0,62643926.0,TW,2017-09-20,U,106214018,TW,2018-04-11,U,M558308
3148600200,1020000000000.0,74089971.0,KR,2020-12-11,A,20200173615,KR,2021-12-24,A,20210156188
5518807575,1020000000000.0,65436335.0,KR,2018-02-28,W,2018002442,WO,2019-02-28,A1,2019039682
6138108280,1020000000000.0,21824527.0,EP,1994-02-02,A,94910678,EP,1996-01-17,A1,691874
1078806835,1020000000000.0,67687779.0,KR,2019-01-14,W,2019000514,WO,2019-08-29,A1,2019164125
4598801347,1020000000000.0,66770279.0,US,2018-10-26,A,2.02E+11,US,2020-04-02,A1,2020104373
1138601122,2020000000000.0,41567308.0,US,2008-09-17,A,21184808,US,2010-01-28,A1,2010017983
2208708724,1020000000000.0,69182276.0,KR,2018-08-22,W,2018009659,WO,2020-01-30,A1,2020022549
2158709656,1020000000000.0,75725868.0,KR,2021-04-09,A,20210046276,KR,2021-10-01,B1,102306377
1448500266,1020000000000.0,39398426.0,KR,2008-01-10,W,2008000155,WO,2008-07-17,A1,2008084993
1078604089,1020000000000.0,39324734.0,US,2007-10-22,A,9720207,US,2009-01-08,A1,2009012706
3148605447,1020000000000.0,75443932.0,KR,2021-04-02,A,20210043619,KR,2022-01-07,B1,102348590
2118704435,1020000000000.0,38102493.0,JP,2007-08-17,A,2007212777,JP,2008-02-28,A,2008047133
2788603936,1020000000000.0,73779541.0,KR,2021-12-01,A,20210170174,KR,2021-12-10,A,20210150340
1378104877,1020000000000.0,39033245.0,KR,2007-08-09,W,2007003831,WO,2008-02-14,A1,2008018764
1058706120,1020000000000.0,53787379.0,KR,2014-11-04,W,2014010507,WO,2015-12-30,A1,2015199290
1168100284,1020000000000.0,76411779.0,KR,2021-07-06,W,2021008549,WO,2022-01-27,A1,2022019527
3148104704,1020000000000.0,49082901.0,KR,2012-04-04,W,2012002519,WO,2013-09-06,A1,2013129728
2208801163,1020000000000.0,50271120.0,CN,2013-08-26,A,2.01E+11,CN,2015-08-12,A,104838392
1018600974,1020000000000.0,63230031.0,JP,2017-12-04,A,2019562529,JP,2021-10-20,B2,6951468
2208100524,1020000000000.0,34074860.0,KR,2004-07-12,W,2004001731,WO,2005-01-27,A1,2005008960
5168800569,1020000000000.0,72707059.0,KR,2021-09-03,A,20210117409,KR,2021-09-15,A,20210113123
6088605238,1020000000000.0,57832952.0,KR,2017-01-06,W,2017000196,WO,2017-09-28,A1,2017164495
4458709839,1020000000000.0,46140916.0,KR,2011-05-31,W,2011003986,WO,2012-12-06,A1,2012165673
2090807697,1020000000000.0,70282070.0,CN,2020-06-03,A,2.02E+11,CN,2020-11-13,A,111933273
4158101418,1020000000000.0,72826238.0,KR,2019-12-27,W,2019018551,WO,2021-04-22,A1,2021075640
6558701413,1020000000000.0,65634309.0,KR,2017-09-12,W,2017009971,WO,2019-03-14,A1,2019050074
3078502225,1020000000000.0,37053543.0,CN,2005-09-29,A,2.01E+11,CN,2008-04-02,A,101155625
4428805138,1020000000000.0,64671532.0,KR,2018-12-21,W,2018016429,WO,2019-07-04,A1,2019132439
1118109945,1020000000000.0,75733796.0,KR,2020-10-26,A,20200138862,KR,2021-12-02,A,20210145643
5150709612,1020000000000.0,40284852.0,JP,2008-06-05,A,2011511487,JP,2013-05-08,B2,5193362
5118702706,1020000000000.0,73429706.0,KR,2021-11-04,A,20210150966,KR,2021-11-10,A,20210134597
8438104043,1020000000000.0,52143916.0,KR,2013-12-03,W,2013011111,WO,2015-01-08,A1,2015002357
4248709838,1020000000000.0,51131235.0,KR,2014-09-25,W,2014008951,WO,2015-04-09,A1,2015050338
5158109071,1020000000000.0,68101028.0,KR,2018-10-31,W,2018013086,WO,2019-10-10,A1,2019194382
1322802991,1020000000000.0,71081882.0,KR,2019-11-06,W,2019014938,WO,2021-05-14,A1,2021090970
6208109259,1020000000000.0,76137821.0,KR,2021-08-11,A,20210106041,KR,2021-08-19,A,20210102152
1288608139,2020000000000.0,18796234.0,KR,2001-10-16,A,20010063795,KR,2002-05-01,A,20020031295
1208703902,1020000000000.0,67067614.0,KR,2017-12-29,W,2017015726,WO,2019-07-04,A1,2019132071
1058604850,1020000000000.0,70919654.0,KR,2019-04-26,A,20190049106,KR,2020-05-20,A,20200054845
2208706160,1020000000000.0,66580241.0,KR,2019-04-30,A,20190051031,KR,2020-04-06,B1,102097426
1058700254,2020000000000.0,70334258.0,JP,2020-02-21,U,2020000596,JP,2020-04-30,U,3226152
5158700941,1020000000000.0,76604096.0,KR,2020-07-14,W,2020009247,WO,2022-01-13,A1,2022010018
1108104924,1020000000000.0,55164420.0,TW,2016-06-15,A,105118769,TW,2018-02-11,B,I614422
7818104519,1020000000000.0,73249546.0,KR,2019-11-08,W,2019015108,WO,2021-01-28,A1,2021015367
2208801229,1020000000000.0,74140916.0,KR,2021-06-01,W,2021006824,WO,2021-12-09,A1,2021246763
2018103854,1020000000000.0,39878121.0,RU,2007-05-01,A,2009143077,RU,2011-06-10,A,2009143077
1198105643,1020000000000.0,68383294.0,JP,2019-02-06,A,2019534768,JP,2019-10-30,B1,6600120
5498606383,1020000000000.0,43777810.0,KR,2010-06-25,W,2010004168,WO,2011-12-15,A1,2011155657
1140607085,1020000000000.0,42214673.0,JP,2008-12-24,A,2008328113,JP,2010-04-15,A,2010083129
1322808548,1020000000000.0,47996571.0,TW,2012-08-23,A,101130615,TW,2013-06-01,A,201322364
5398604126,1020000000000.0,61831834.0,CN,2016-11-24,A,2.02E+11,CN,2019-05-24,A,109803886
6151208320,1020000000000.0,75163905.0,CN,2020-11-05,A,2.02E+11,CN,2021-07-09,A,113080572
6408105897,1020000000000.0,67256190.0,US,2019-07-25,A,2.02E+11,US,2021-09-30,A1,2021299537
7788609266,1020000000000.0,66678199.0,KR,2018-08-07,W,2018008941,WO,2020-02-06,A1,2020027358
2638604769,1020000000000.0,61660412.0,KR,2017-12-01,W,2017014009,WO,2018-06-07,A1,2018101790
6088102216,1020000000000.0,50656393.0,KR,2014-10-30,W,2014010278,WO,2015-06-04,A1,2015080386
5048100736,1020000000000.0,75914964.0,KR,2020-04-22,A,20200048901,KR,2021-05-11,A,20210053145
6102100919,1020000000000.0,71143409.0,CN,2019-12-05,U,2.02E+11,CN,2020-08-18,U,211296490
2018100432,1020000000000.0,41561498.0,US,2009-11-18,A,2.01E+11,US,2011-10-06,A1,2011246426
1148109142,1020000000000.0,70771710.0,US,2019-11-25,A,2.02E+11,US,2020-05-28,A1,2020168340
6138603887,1020000000000.0,66845224.0,KR,2019-10-10,W,2019013276,WO,2020-07-02,A1,2020138664
6151206768,1020000000000.0,33536348.0,US,2004-05-04,A,83838604,US,2004-12-30,A1,2004266554
3128104817,1020000000000.0,46831177.0,CN,2012-03-09,A,2.01E+11,CN,2016-11-02,B,103732141
1248804428,1020000000000.0,60036954.0,KR,2018-06-21,W,2018006987,WO,2019-01-10,A1,2019009538
4168105818,1020000000000.0,58743712.0,KR,2017-08-18,W,2017009047,WO,2018-03-29,A1,2018056588
4748604349,1020000000000.0,73787068.0,KR,2020-11-26,W,2020017010,WO,2021-06-10,A1,2021112494
2208801541,1020000000000.0,72242634.0,KR,2020-12-02,W,2020017500,WO,2021-06-10,A1,2021112571
6644504757,1020000000000.0,40698508.0,KR,2009-05-07,W,2009002411,WO,2010-01-28,A3,2009148222
3448105103,1020000000000.0,61911237.0,KR,2018-04-09,W,2018004160,WO,2018-10-18,A1,2018190597
4168605135,1020000000000.0,73197754.0,KR,2020-10-28,A,20200140886,KR,2021-09-02,A,20210108293
2148600166,1020000000000.0,46024604.0,JP,2010-11-09,A,2012541935,JP,2012-12-20,A,2012533137
6163004720,2020000000000.0,19618368.0,KR,1999-11-03,A,19990048419,KR,2001-11-05,B1,100312442
3638800875,1020000000000.0,63454684.0,KR,2018-10-04,W,2018011730,WO,2019-06-20,A1,2019117438
6168105609,2020000000000.0,19669789.0,KR,2000-05-23,A,20000027733,KR,2002-09-30,B1,100354523
2228807224,1020000000000.0,39419909.0,KR,2007-03-27,W,2007001480,WO,2008-06-12,A1,2008069370
3148603314,1020000000000.0,48443465.0,KR,2012-01-31,W,2012000738,WO,2013-08-01,A1,2013111919
4458700913,1020000000000.0,66657188.0,KR,2019-10-18,W,2019013742,WO,2020-06-18,A1,2020122403
3148601073,1020000000000.0,67950690.0,US,2019-06-13,A,2.02E+11,US,2021-07-15,A1,2021215944
5318601212,1020000000000.0,74688568.0,US,2021-02-09,A,2.02E+11,US,2021-12-09,A1,2021379767
2038100878,1020000000000.0,67256223.0,EP,2019-10-22,A,19902030,EP,2021-09-29,A1,3884871
1298109747,1020000000000.0,62110348.0,KR,2016-12-01,W,2016014037,WO,2018-05-17,A1,2018088620
3148101713,1020000000000.0,72752071.0,KR,2019-04-11,W,2019004330,WO,2020-10-15,A1,2020209414
8768701536,1020000000000.0,61401014.0,EP,2018-02-21,A,18899433,EP,2022-01-19,A4,3739805
3108103284,1020000000000.0,63877210.0,KR,2018-11-01,W,2018013149,WO,2019-06-06,A1,2019107766
8088603589,1020000000000.0,64274007.0,CN,2017-12-01,A,2.02E+11,CN,2019-12-27,A,110621478
8808700839,1020000000000.0,65762487.0,EP,2018-09-21,A,18894556,EP,2020-08-19,A1,3696301
1138600820,1020000000000.0,57251981.0,US,2018-12-11,A,2.02E+11,US,2019-04-18,A1,2019114155
6178100336,1020000000000.0,55356326.0,KR,2015-03-27,W,2015003037,WO,2016-04-14,A1,2016056715
2152106282,1020000000000.0,66632044.0,KR,2018-11-06,W,2018013344,WO,2019-05-31,A1,2019103354
8398709840,1020000000000.0,47074166.0,KR,2013-02-26,W,2013001538,WO,2014-01-23,A1,2014014179
1058703740,1020000000000.0,74881809.0,US,2019-10-25,A,2.02E+11,US,2021-03-25,A1,2021087761
2208803241,1020000000000.0,19647201.0,KR,2000-02-17,U,20000004280,KR,2000-08-01,Y1,200190593
5888103623,1020000000000.0,63370189.0,US,2018-02-28,A,2.02E+11,US,2020-01-16,A1,2020019494
1318609762,2020000000000.0,44478575.0,KR,2011-09-08,W,2011006609,WO,2012-08-16,A1,2012108596
8488801948,1020000000000.0,23783655.0,EP,1996-05-15,A,96107801,EP,1997-06-18,A3,744664
2208802454,1020000000000.0,19717449.0,WO,2002-12-21,W,202413,WO,2003-07-10,A1,3056121
5158102931,2020000000000.0,19587122.0,KR,1999-09-02,U,19990018506,KR,2000-04-15,Y1,200178474
2613809224,1020000000000.0,53032485.0,KR,2015-04-24,W,2015004124,WO,2015-10-29,A1,2015163731
2018104392,1020000000000.0,55447577.0,KR,2016-03-07,W,2016002235,WO,2017-03-16,A1,2017043716
6178601628,1020000000000.0,52678961.0,JP,2015-01-27,A,2016563126,JP,2017-06-01,A,2017513599
5048104833,1020000000000.0,68164194.0,US,2018-09-21,A,2.02E+11,US,2021-06-03,A1,2021165246
5148102315,1020000000000.0,46880370.0,KR,2012-11-21,W,2012009885,WO,2013-09-19,A1,2013137538
1328104673,1020000000000.0,28450018.0,US,2000-06-12,A,59252700,US,2003-09-30,B1,6628963
1068106556,1020000000000.0,52594119.0,US,2015-06-03,A,2.02E+11,US,2016-06-16,A1,2016173481
2648109141,1020000000000.0,70912169.0,EP,2020-08-10,A,20190192,EP,2021-02-17,A1,3779911
4138105592,1020000000000.0,54605882.0,KR,2016-06-21,W,2016006559,WO,2016-12-29,A1,2016208934
1728106804,1020000000000.0,75974013.0,US,2020-07-22,A,2.02E+11,US,2021-05-27,A1,2021157303
2648101118,1020000000000.0,70291501.0,KR,2020-07-02,W,2020008646,WO,2021-01-28,A1,2021015440
1138104840,1020000000000.0,58662542.0,KR,2016-11-07,W,2016012756,WO,2017-05-11,A2,2017078504
2208608202,1020000000000.0,39411975.0,US,2007-05-01,A,74278007,US,2008-09-25,A1,2008235297
1198703039,1020000000000.0,63864266.0,KR,2019-02-12,W,2019001668,WO,2019-08-15,A1,2019156531
3378803144,1020000000000.0,58702833.0,EP,2017-11-13,A,17875294,EP,2021-05-19,B1,3537028
1138103226,1020000000000.0,40186176.0,KR,2008-06-27,W,2008003729,WO,2008-12-31,A2,2009002120
5498800679,1020000000000.0,60036721.0,KR,2017-11-08,W,2017012611,WO,2018-05-17,A1,2018088800
1178109457,2020000000000.0,19626337.0,KR,1999-12-16,A,19990058276,KR,2001-07-04,A,20010056699
1058704592,1020000000000.0,72669728.0,KR,2020-11-17,W,2020016121,WO,2021-09-10,A1,2021177548
1351209045,1020000000000.0,65760084.0,CN,2019-05-30,A,2.02E+11,CN,2020-02-18,A,110808482
4148702948,1020000000000.0,61906450.0,KR,2017-09-29,W,2017011017,WO,2018-04-19,A1,2018070732
5218807322,1020000000000.0,37771784.0,EP,2006-08-03,A,6783510,EP,2007-06-13,A1,1794210
6168105475,1020000000000.0,61760007.0,KR,2016-12-06,W,2016014221,WO,2018-04-05,A1,2018062626
2288803776,1020000000000.0,73042736.0,CN,2020-06-18,A,2.02E+11,CN,2021-05-28,A,112863087
1298107183,1020000000000.0,48993841.0,MX,2012-03-28,A,2012003758,MX,2013-06-14,A,2012003758
6168607895,1020000000000.0,57540187.0,US,2016-11-08,A,2.02E+11,US,2018-09-06,A1,2018254905
2018609777,1020000000000.0,49638662.0,EP,2013-06-25,A,13810812,EP,2015-04-29,A1,2863805
1358607228,1020000000000.0,53800806.0,US,2018-06-06,A,2.02E+11,US,2020-03-17,B2,10591415
1058602865,1020000000000.0,54249095.0,KR,2015-11-24,W,2015012666,WO,2016-06-02,A1,2016085239
2148106192,1020000000000.0,75720846.0,KR,2020-12-23,A,20200182017,KR,2021-04-28,B1,102244978
1448101001,1020000000000.0,59998206.0,JP,2017-04-10,A,2018552031,JP,2019-05-30,A,2019514117
7118808549,1020000000000.0,74237851.0,KR,2021-01-20,A,20210008061,KR,2021-10-20,B1,102315939
8178704048,1020000000000.0,74558767.0,KR,2019-11-04,W,2019014803,WO,2021-03-11,A1,2021045309
1378105474,1020000000000.0,53028540.0,KR,2015-04-20,W,2015003904,WO,2015-12-30,A1,2015199326
1108105817,1020000000000.0,52591607.0,CN,2014-09-22,A,2.01E+11,CN,2016-07-13,A,105765518
7424705689,1020000000000.0,63594546.0,US,2018-04-12,A,2.02E+11,US,2018-10-25,A1,2018304079
2068105377,1020000000000.0,75912224.0,KR,2020-11-12,W,2020015906,WO,2021-05-20,A1,2021096256
8498603175,1020000000000.0,65269897.0,KR,2018-04-04,A,20180039250,KR,2020-05-22,B1,102114149
1418108943,1020000000000.0,70003392.0,KR,2020-11-26,W,2020016952,WO,2021-07-22,A1,2021145555
8428106100,1020000000000.0,70282443.0,CN,2020-11-11,A,2.02E+11,CN,2021-08-31,A,113330290
1168107032,1020000000000.0,44507030.0,JP,2010-02-25,A,2012501921,JP,2012-05-17,A,2012511221
4158703844,1020000000000.0,63407904.0,KR,2019-06-27,W,2019007840,WO,2020-01-16,A1,2020013487
2048600523,1020000000000.0,51743157.0,KR,2015-01-20,W,2015000583,WO,2015-07-30,A1,2015111899
2041407989,1020000000000.0,53027143.0,KR,2015-11-23,W,2015012595,WO,2016-06-30,A2,2016104960
3318603402,1020000000000.0,75438242.0,KR,2019-10-11,W,2019013335,WO,2021-04-15,A1,2021070990
2128101800,1020000000000.0,54368369.0,US,2016-06-01,A,2.02E+11,US,2016-09-22,A1,2016275892
1238106725,1020000000000.0,76437775.0,US,2020-09-04,A,2.02E+11,US,2021-06-24,A1,2021188313
2208802088,1020000000000.0,69802787.0,KR,2019-06-10,A,20190068221,KR,2020-03-06,B1,102085954
2178102405,1020000000000.0,69948496.0,US,2019-11-13,A,2.02E+11,US,2020-05-14,A1,2020151296
5232108830,1020000000000.0,68067858.0,KR,2018-08-23,W,2018009710,WO,2020-01-09,A1,2020009266
1448109135,1020000000000.0,59357486.0,KR,2017-12-08,W,2017014380,WO,2018-07-26,A1,2018135754
2068604478,1020000000000.0,46457820.0,US,2016-10-04,A,2.02E+11,US,2017-06-08,A1,2017159126
1058106610,1020000000000.0,64131908.0,JP,2018-12-19,A,2018237106,JP,2019-10-31,A,2019192205
2208604208,1020000000000.0,66848475.0,JP,2019-09-25,A,2019173914,JP,2020-10-01,A,2020161111
3018100567,1020000000000.0,39268634.0,CN,2006-12-08,A,2.01E+11,CN,2011-05-11,A,102051339
7278606608,1020000000000.0,54057957.0,KR,2014-09-15,W,2014008575,WO,2016-02-11,A1,2016021760
6178608717,1020000000000.0,50709548.0,CN,2013-11-06,A,2.01E+11,CN,2016-07-13,B,103813497
3278806647,1020000000000.0,37304994.0,US,2006-01-27,A,34205206,US,2006-12-28,A1,2006293850
2218109274,1020000000000.0,60931510.0,KR,2017-01-18,W,2017000604,WO,2018-03-01,A1,2018038332
6418607495,1020000000000.0,78022783.0,KR,2020-09-17,W,2020012528,WO,2021-10-14,A1,2021206236
2158606625,1020000000000.0,43512550.0,EP,2011-04-27,A,11775278,EP,2013-03-06,A2,2564860
5138104418,1020000000000.0,48192241.0,KR,2012-05-02,W,2012003418,WO,2013-05-10,A1,2013065918
1148104011,1020000000000.0,43759150.0,KR,2010-09-09,W,2010006144,WO,2011-08-04,A3,2011034311
1208600603,1020000000000.0,65584997.0,JP,2019-07-19,A,2019133530,JP,2020-01-30,A,2020017277
2248108185,2020000000000.0,19669261.0,KR,2000-05-19,A,20000027008,KR,2000-09-05,A,20000054043
2188105332,1020000000000.0,69809802.0,US,2019-11-14,A,2.02E+11,US,2021-02-18,A1,2021050814
1138600309,1020000000000.0,74193613.0,KR,2019-07-25,W,2019009286,WO,2021-01-28,A1,2021015348
2248106319,1020000000000.0,65907622.0,US,2019-04-21,A,2.02E+11,US,2019-11-21,A1,2019357347
2680108957,2020000000000.0,43248716.0,JP,2002-12-18,U,2002008030,JP,2003-07-04,U,3094758
3148107599,1020000000000.0,58459957.0,KR,2016-08-25,W,2016009425,WO,2018-03-01,A1,2018038290
1218108533,1020000000000.0,56353908.0,KR,2016-04-04,W,2016003470,WO,2016-10-06,A2,2016159743
1308600966,1020000000000.0,68164396.0,US,2019-03-15,A,2.02E+11,US,2021-05-20,A1,2021146105
2298107120,1020000000000.0,75177485.0,KR,2021-12-22,A,20210184791,KR,2021-12-30,A,20210158375
3368804695,1020000000000.0,68982689.0,KR,2019-06-11,W,2019006980,WO,2019-12-26,A1,2019245210
5048102716,1020000000000.0,37624579.0,US,2006-11-27,A,56354506,US,2008-01-03,A1,2008002348
3188107906,1020000000000.0,72265947.0,KR,2020-12-09,W,2020017961,WO,2021-12-02,A1,2021241828
1448107523,1020000000000.0,57576172.0,KR,2016-08-22,W,2016009263,WO,2017-03-02,A1,2017034273
8698700543,1020000000000.0,71520805.0,US,2019-11-26,A,2.02E+11,US,2021-06-17,A1,2021183403
4168101818,1020000000000.0,53053540.0,KR,2014-11-03,W,2014010405,WO,2016-02-25,A1,2016027931
1238608459,1020000000000.0,60037020.0,US,2018-04-25,A,2.02E+11,US,2018-11-22,A1,2018338117
2208605326,1020000000000.0,70457871.0,US,2018-11-28,A,2.02E+11,US,2020-05-07,A1,2020143698
2118601923,1020000000000.0,55309969.0,JP,2015-04-21,A,2015086484,JP,2019-06-05,B2,6526470
1218101561,1020000000000.0,68058285.0,CA,2019-03-29,A,3094620,CA,2019-10-03,A1,3094620
1208704367,1020000000000.0,61689605.0,JP,2017-08-30,A,2018559737,JP,2019-10-31,A,2019531519
