,BusinessNum,applicantName,applicationDate,applicationNumber,inventionTitle,ipcNumber,registerNumber,registerStatus
2084,4848106147,,,,,,,
2085,3628704950,,,,,,,
2086,1060504386,,,,,,,
2087,5038104072,,,,,,,
2088,6201806874,,,,,,,
2089,4608709339,,,,,,,
2090,6538604246,,,,,,,
2091,4478800496,,,,,,,
2092,3128103737,,,,,,,
2093,1058707843,,,,,,,
2094,4028602859,,,,,,,
2095,4098600537,,,,,,,
2096,1218109737,,,,,,,
2097,5878605084,,,,,,,
2098,4168706793,,,,,,,
2099,2068700852,,,,,,,
2100,1212502628,,,,,,,
2101,2208602749,,,,,,,
2102,1028107984,,,,,,,
2103,1198606960,,,,,,,
2104,5268107260,,,,,,,
2105,1318608029,,,,,,,
2106,2118602212,,,,,,,
2107,5148809530,,,,,,,
2108,7068108840,,,,,,,
2109,6068609448,,,,,,,
2110,3128101333,,,,,,,
2111,2228101310,,,,,,,
2112,6208102575,,,,,,,
2113,3148103567,,,,,,,
2114,5348102308,,,,,,,
2115,5098609784,,,,,,,
2116,7148804399,,,,,,,
2117,3098105073,,,,,,,
2118,2208607861,,,,,,,
2119,4108701422,,,,,,,
2120,1298103954,,,,,,,
2121,5138503847,,,,,,,
2122,3848104008,,,,,,,
2123,8468602325,,,,,,,
2124,5158107424,,,,,,,
2125,5028101675,,,,,,,
2126,2200604094,,,,,,,
2127,1078600127,,,,,,,
2128,6168107302,,,,,,,
2129,7728606527,,,,,,,
2130,1738802050,,,,,,,
2131,4168105134,,,,,,,
2132,1458104146,,,,,,,
2133,1048107180,,,,,,,
2134,8398708072,,,,,,,
2135,2188102377,,,,,,,
2136,1058507747,,,,,,,
2137,1051707092,,,,,,,
2138,1061205088,,,,,,,
2139,4028104348,,,,,,,
2140,5048105991,,,,,,,
2141,1448103627,,,,,,,
2142,2078101202,,,,,,,
2143,1058507476,,,,,,,
2144,1058701849,,,,,,,
2145,5278801970,,,,,,,
2146,2018109939,,,,,,,
2147,3128109824,,,,,,,
2148,5012302391,,,,,,,
2149,3048104770,,,,,,,
2150,4758707800,,,,,,,
2151,6818604335,,,,,,,
2152,1171404661,,,,,,,
2153,2038105764,,,,,,,
2154,6178103261,,,,,,,
2155,1308601743,,,,,,,
2156,8288708445,,,,,,,
2157,5018106681,,,,,,,
2158,1388108138,,,,,,,
2159,1338104100,,,,,,,
2160,1078802292,,,,,,,
2161,1328103414,,,,,,,
2162,6158101518,,,,,,,
2163,1058609507,,,,,,,
2164,1104400507,,,,,,,
2165,6368708470,,,,,,,
2166,3128601257,,,,,,,
2167,1058704653,,,,,,,
2168,3148601617,,,,,,,
2169,1478103234,,,,,,,
2170,1018606868,,,,,,,
2171,4168107485,,,,,,,
2172,1148506752,,,,,,,
2173,6168604716,,,,,,,
2174,1058105828,,,,,,,
2175,1058707233,,,,,,,
2176,1212305223,,,,,,,
2177,1058100683,,,,,,,
2178,2248106983,,,,,,,
2179,4158108207,,,,,,,
2180,1068600728,,,,,,,
2181,7998107980,,,,,,,
2182,4118100655,,,,,,,
2183,5048107742,,,,,,,
2184,3788104795,,,,,,,
2185,2238806644,,,,,,,
2186,2078107416,,,,,,,
2187,1058707918,,,,,,,
2188,1223202345,,,,,,,
2189,1051408338,,,,,,,
2190,3858404728,,,,,,,
2191,5428102825,,,,,,,
2192,1278609089,,,,,,,
2193,1318105165,,,,,,,
2194,2158604207,,,,,,,
2195,1148600535,,,,,,,
2196,8028805266,,,,,,,
2197,5558608365,,,,,,,
2198,6058602861,,,,,,,
2199,1928804379,,,,,,,
2200,2068603500,,,,,,,
2201,4178105008,,,,,,,
2202,2028103427,,,,,,,
2203,2010604108,,,,,,,
2204,1068601306,,,,,,,
2205,4018102220,,,,,,,
2206,1288608460,,,,,,,
2207,1114807651,,,,,,,
2208,2208100768,,,,,,,
2209,8168601474,,,,,,,
2210,5018101143,,,,,,,
2211,8638702995,,,,,,,
2212,5418606148,,,,,,,
2213,5398708606,,,,,,,
2214,5148107491,,,,,,,
2215,4108105295,,,,,,,
2216,2458801209,,,,,,,
2217,2037103679,,,,,,,
2218,6172708753,,,,,,,
2219,1208705713,,,,,,,
2220,3178108961,,,,,,,
2221,3048101344,,,,,,,
2222,1018107650,,,,,,,
2223,2208203180,,,,,,,
2224,1078100351,,,,,,,
2225,1078703037,,,,,,,
2226,3148108058,,,,,,,
2227,1148104711,,,,,,,
2228,1058708379,,,,,,,
2229,1088100870,,,,,,,
2230,5022707489,,,,,,,
2231,1058707325,,,,,,,
2232,5328700738,,,,,,,
2233,1048603722,,,,,,,
2234,8488603164,,,,,,,
2235,1342008942,,,,,,,
2236,4838807853,,,,,,,
2237,1258809417,,,,,,,
2238,2118804415,,,,,,,
2239,1208100799,,,,,,,
2240,1308603770,,,,,,,
2241,1271507159,,,,,,,
2242,6168101687,,,,,,,
2243,5028102001,,,,,,,
2244,1180603028,,,,,,,
2245,1688106476,,,,,,,
2246,1498802795,,,,,,,
2247,1358106248,,,,,,,
2248,2148802839,,,,,,,
2249,5148105976,,,,,,,
2250,2638700743,,,,,,,
2251,1058806426,,,,,,,
2252,1058704188,,,,,,,
2253,6168105825,,,,,,,
2254,3128108411,,,,,,,
2255,3018105698,,,,,,,
2256,6058503816,,,,,,,
2257,1908104003,,,,,,,
2258,1188106450,,,,,,,
2259,2108107730,,,,,,,
2260,3878708078,,,,,,,
2261,8808704541,,,,,,,
2262,1358602526,,,,,,,
2263,2198203060,,,,,,,
2264,6268707874,,,,,,,
2265,1058706751,,,,,,,
2266,4168103102,,,,,,,
2267,1304207829,,,,,,,
2268,4990504730,,,,,,,
2269,1058706122,,,,,,,
2270,6658701145,,,,,,,
2271,2298004534,,,,,,,
2272,6178102676,,,,,,,
2273,2048601394,,,,,,,
2274,5168805219,,,,,,,
2275,7408709821,,,,,,,
2276,2148802022,,,,,,,
2277,3748704160,,,,,,,
2278,1068606058,,,,,,,
2279,4578800558,,,,,,,
2280,4028104654,,,,,,,
2281,1078108107,,,,,,,
2282,8108704919,,,,,,,
2283,5028103174,,,,,,,
2284,2098103238,,,,,,,
2285,5028102339,,,,,,,
2286,1048102406,,,,,,,
2287,6473504186,,,,,,,
2288,4828703720,,,,,,,
2289,1808106481,,,,,,,
2290,1218105113,,,,,,,
2291,3138600825,,,,,,,
2292,2168709940,,,,,,,
2293,3348108114,,,,,,,
2294,5208703721,,,,,,,
2295,6158106917,,,,,,,
2296,1058608342,,,,,,,
2297,1148600664,,,,,,,
2298,5048103191,,,,,,,
2299,4908702495,,,,,,,
2300,3238608358,,,,,,,
2301,1198104282,,,,,,,
2302,6158108801,,,,,,,
2303,7872806097,,,,,,,
2304,2048608841,,,,,,,
2305,1058102525,,,,,,,
2306,4038103022,,,,,,,
2307,6138108739,,,,,,,
2308,1148600880,,,,,,,
2309,1308601065,,,,,,,
2310,3678100132,,,,,,,
2311,1058106133,,,,,,,
2312,4188100182,,,,,,,
2313,1298106247,,,,,,,
2314,8328702319,,,,,,,
2315,6878705532,,,,,,,
2316,2118601851,,,,,,,
2317,1348104921,,,,,,,
2318,2158603611,,,,,,,
2319,3458108253,,,,,,,
2320,8538705686,,,,,,,
2321,1378609976,,,,,,,
2322,1058701581,,,,,,,
2323,1018108627,,,,,,,
2324,6398806306,,,,,,,
2325,1100601312,,,,,,,
2326,2208800366,,,,,,,
2327,6278603960,,,,,,,
2328,2118700337,,,,,,,
2329,1098107543,,,,,,,
2330,6018109251,,,,,,,
2331,3288101407,,,,,,,
2332,1078702167,,,,,,,
2333,3458607436,,,,,,,
2334,1058704078,,,,,,,
2335,1918608655,,,,,,,
2336,6038106169,,,,,,,
2337,1208602622,,,,,,,
2338,3148600200,,,,,,,
2339,3948803065,,,,,,,
2340,2278108960,,,,,,,
2341,3628601219,,,,,,,
2342,5048100554,,,,,,,
2343,3148601905,,,,,,,
2344,6128108864,,,,,,,
2345,5518807575,,,,,,,
2346,5578105144,,,,,,,
2347,1068101231,,,,,,,
2348,4168103424,,,,,,,
2349,2138600486,,,,,,,
2350,2918806340,,,,,,,
2351,3778605407,,,,,,,
2352,3688604993,,,,,,,
2353,5918704687,,,,,,,
2354,1248704527,,,,,,,
2355,1208700733,,,,,,,
2356,1148702687,,,,,,,
2357,2208106750,,,,,,,
2358,6138108280,,,,,,,
2359,4188104139,,,,,,,
2360,6130808693,,,,,,,
2361,8038806231,,,,,,,
2362,1098607722,,,,,,,
2363,2028109985,,,,,,,
2364,1078806835,,,,,,,
2365,1018101006,,,,,,,
2366,3018109503,,,,,,,
2367,4108609163,,,,,,,
2368,1058507878,,,,,,,
2369,5384107388,,,,,,,
2370,3758605717,,,,,,,
2371,2648101945,,,,,,,
2372,1263005847,,,,,,,
2373,4118108579,,,,,,,
2374,2468702555,,,,,,,
2375,4178104256,,,,,,,
2376,6627701876,,,,,,,
2377,2068604031,,,,,,,
2378,6898805171,,,,,,,
2379,5728708366,,,,,,,
2380,1233200460,,,,,,,
2381,1078104858,,,,,,,
2382,2148607618,,,,,,,
2383,2628101173,,,,,,,
2384,4598801347,,,,,,,
2385,5141305667,,,,,,,
2386,1058707899,,,,,,,
2387,1058700765,,,,,,,
2388,1058705636,,,,,,,
2389,1078607754,,,,,,,
2390,1238604380,,,,,,,
2391,2758707179,,,,,,,
2392,5418106044,,,,,,,
2393,1958709951,,,,,,,
2394,2988103088,,,,,,,
2395,8448106864,,,,,,,
2396,1045007696,,,,,,,
2397,1138600701,,,,,,,
2398,4388703465,,,,,,,
2399,1358108407,,,,,,,
2400,2208705291,,,,,,,
2401,5028107003,,,,,,,
2402,6748802417,,,,,,,
2403,3948700240,,,,,,,
2404,1058707138,,,,,,,
2405,2748601710,,,,,,,
2406,8918605014,,,,,,,
2407,8618102381,,,,,,,
2408,2118709053,,,,,,,
2409,1358104455,,,,,,,
2410,1138601122,,,,,,,
2411,1078608571,,,,,,,
2412,7038608304,,,,,,,
2413,4170509995,,,,,,,
2414,6858104849,,,,,,,
2415,7059808898,,,,,,,
2416,1208601309,,,,,,,
2417,8698109804,,,,,,,
2418,1142101119,,,,,,,
2419,1228108328,,,,,,,
2420,1408104459,,,,,,,
2421,8478809348,,,,,,,
2422,4348707553,,,,,,,
2423,4088103503,,,,,,,
2424,2208708724,,,,,,,
2425,6168106391,,,,,,,
2426,2238105348,,,,,,,
2427,2208804209,,,,,,,
2428,2218101021,,,,,,,
2429,1298106183,,,,,,,
2430,1338101704,,,,,,,
2431,4078108681,,,,,,,
2432,2618100433,,,,,,,
2433,1078800419,,,,,,,
2434,1058106732,,,,,,,
2435,1248106965,,,,,,,
2436,6218106747,,,,,,,
2437,3058109036,,,,,,,
2438,1318508231,,,,,,,
2439,3338104060,,,,,,,
2440,2158709656,,,,,,,
2441,3128604165,,,,,,,
2442,1058606809,,,,,,,
2443,6198208700,,,,,,,
2444,1068106886,,,,,,,
2445,3018107474,,,,,,,
2446,1408102058,,,,,,,
2447,7048800645,,,,,,,
2448,3148109841,,,,,,,
2449,2118700948,,,,,,,
2450,6138106697,,,,,,,
2451,2068606549,,,,,,,
2452,4155908990,,,,,,,
2453,6088109067,,,,,,,
2454,2158103075,,,,,,,
2455,1058604545,,,,,,,
2456,3128108410,,,,,,,
2457,5028102305,,,,,,,
2458,2208804863,,,,,,,
2459,1228603352,,,,,,,
2460,2148603689,,,,,,,
2461,3148104320,,,,,,,
2462,4928700306,,,,,,,
2463,6020609887,,,,,,,
2464,3088109764,,,,,,,
2465,6108104155,['원진산업(주)'],2001-04-06,2.02E+12,칼꽂이가 구비된 도마거치대,"['A47J 47/00', 'A47J 47/16']",2.00E+12,소멸
2466,1218104752,,,,,,,
2467,2538600817,,,,,,,
2468,2108102884,,,,,,,
2469,2138107548,,,,,,,
2470,2208100463,,,,,,,
2471,1248601410,,,,,,,
2472,6211302370,,,,,,,
2473,3148601611,,,,,,,
2474,6918103109,,,,,,,
2475,3488602191,,,,,,,
2476,4638703441,,,,,,,
2477,1320904827,,,,,,,
2478,5038104677,,,,,,,
2479,2118801060,,,,,,,
2480,8148107074,,,,,,,
2481,5068100403,,,,,,,
2482,2238101478,,,,,,,
2483,2778607578,,,,,,,
2484,4518804473,,,,,,,
2485,4138807623,,,,,,,
2486,1068709044,,,,,,,
2487,6038106240,,,,,,,
2488,5088109881,,,,,,,
2489,1141308192,,,,,,,
2490,3728105753,,,,,,,
2491,5283207010,,,,,,,
2492,1448500266,,,,,,,
2493,8768807877,,,,,,,
2494,3558607382,,,,,,,
2495,5948107585,,,,,,,
2496,1078604089,,,,,,,
2497,3148605447,,,,,,,
2498,5808801901,,,,,,,
2499,1198101437,,,,,,,
2500,4028103452,,,,,,,
2501,5478601819,,,,,,,
2502,2208800780,,,,,,,
2503,1058707137,,,,,,,
2504,3308801624,,,,,,,
2505,2118704435,,,,,,,
2506,3353300216,,,,,,,
2507,3158108937,,,,,,,
2508,1138601727,,,,,,,
2509,5598606655,,,,,,,
2510,3128101958,,,,,,,
2511,1148609615,,,,,,,
2512,1228101332,,,,,,,
2513,1348701081,,,,,,,
2514,2068605599,,,,,,,
2515,4038103281,,,,,,,
2516,1068600904,,,,,,,
2517,2068600886,,,,,,,
2518,1244201375,,,,,,,
2519,4168105466,,,,,,,
2520,1138605943,,,,,,,
2521,2118702258,,,,,,,
2522,2248108747,,,,,,,
2523,4378109680,,,,,,,
2524,2018606014,,,,,,,
2525,1058609808,,,,,,,
2526,1190807712,,,,,,,
2527,1051501752,,,,,,,
2528,6228100303,,,,,,,
2529,1118602010,,,,,,,
2530,4028607312,,,,,,,
2531,1548705174,,,,,,,
2532,1058206953,,,,,,,
2533,4608803738,,,,,,,
2534,8658806731,,,,,,,
2535,5038104331,,,,,,,
2536,1228601103,,,,,,,
2537,6418109202,,,,,,,
2538,4168107313,,,,,,,
2539,5142606552,,,,,,,
2540,3012102700,,,,,,,
2541,1398102235,,,,,,,
2542,1058808086,,,,,,,
2543,2048106932,,,,,,,
2544,4948109021,,,,,,,
2545,6168108267,,,,,,,
2546,1058707152,,,,,,,
2547,1078106781,,,,,,,
2548,6158107392,,,,,,,
2549,1138602414,,,,,,,
2550,3058109667,,,,,,,
2551,2248603194,,,,,,,
2552,8148102918,,,,,,,
2553,4218600156,,,,,,,
2554,3148109359,,,,,,,
2555,4308807705,,,,,,,
2556,2788603936,,,,,,,
2557,1208101620,,,,,,,
2558,1538705173,,,,,,,
2559,2158603391,,,,,,,
2560,1138603015,,,,,,,
2561,1058707176,,,,,,,
2562,6078106438,,,,,,,
2563,8108105456,,,,,,,
2564,1238600281,,,,,,,
2565,6058600065,,,,,,,
2566,2618103141,,,,,,,
2567,1078708145,,,,,,,
2568,6363801045,,,,,,,
2569,6078106605,,,,,,,
2570,4768604803,,,,,,,
2571,4718800429,,,,,,,
2572,8568106408,,,,,,,
2573,4545108787,,,,,,,
2574,6218609708,,,,,,,
2575,5048109799,,,,,,,
2576,6368802065,,,,,,,
2577,3148600992,,,,,,,
2578,2918107656,,,,,,,
2579,2018209072,,,,,,,
2580,1198600407,,,,,,,
2581,1378104877,,,,,,,
2582,5978600475,,,,,,,
2583,1138101115,,,,,,,
2584,6938609475,,,,,,,
2585,6218100115,,,,,,,
2586,5892400040,['주식회사 우진'],2013-09-23,2.02E+12,전기방식용 MMO 튜블러전극,"['C23F 13/10', 'C23F 13/18']",2.00E+12,소멸
2587,5892400040,['주식회사 우진'],2011-11-04,2.02E+12,부스바 나사체결형 고규소주철 전극판,"['C25F 7/00', 'C25F 1/06', 'C23G 1/08', 'B21B 45/02']",2.00E+12,소멸
2588,5892400040,['주식회사 우진'],2003-10-17,2.02E+12,일회용 양면분석 시료채취 샘플러,"['G01N 1/12', 'G01N 33/20', 'C21C 5/46', 'G01N 1/10']",2.00E+12,소멸
2589,6038104259,,,,,,,
2590,5038106916,,,,,,,
2591,6038109517,,,,,,,
2592,1098100125,,,,,,,
2593,1108109948,,,,,,,
2594,1358102693,,,,,,,
2595,8028803961,,,,,,,
2596,1196900079,,,,,,,
2597,1274404276,,,,,,,
2598,1068609770,,,,,,,
2599,1058702254,,,,,,,
2600,6088104892,,,,,,,
2601,1058706120,,,,,,,
2602,1050905695,,,,,,,
2603,1098102371,,,,,,,
2604,8158104247,,,,,,,
2605,1058601023,,,,,,,
2606,7458808708,,,,,,,
2607,1138602818,,,,,,,
2608,8018709102,,,,,,,
2609,2928808330,,,,,,,
2610,3018609433,,,,,,,
2611,1088100196,,,,,,,
2612,1168100284,,,,,,,
2613,3128109011,,,,,,,
2614,2208206333,,,,,,,
2615,4128104824,,,,,,,
2616,5178102643,,,,,,,
2617,6168106790,,,,,,,
2618,3128101523,,,,,,,
2619,6088100035,['주식회사 우진'],1997-09-19,2.02E+12,전동차의팬타그라프습판마모측정장치,"['G01B 11/30', 'G01B 21/30', 'G01N 21/88']",2.00E+12,소멸
2620,6088100035,['주식회사 우진'],2008-11-20,2.02E+12,장착 및 분리가 용이한 제어봉 위치 감지 장치,['G21C 7/12'],2.00E+12,소멸
2621,6088100035,['주식회사 우진'],2011-11-04,2.02E+12,부스바 나사체결형 고규소주철 전극판,"['C25F 7/00', 'C25F 1/06', 'C23G 1/08', 'B21B 45/02']",2.00E+12,소멸
2622,1248506621,,,,,,,
2623,1068601197,,,,,,,
2624,6158102784,,,,,,,
2625,1078601910,,,,,,,
2626,3128105298,,,,,,,
2627,1058706821,,,,,,,
2628,6588703580,,,,,,,
2629,4348606211,,,,,,,
2630,6158105707,,,,,,,
2631,2208808818,,,,,,,
2632,1398707849,,,,,,,
2633,4168109677,,,,,,,
2634,6818106328,,,,,,,
2635,1228607766,,,,,,,
2636,2218705947,,,,,,,
2637,1268106337,,,,,,,
2638,2648105970,,,,,,,
2639,6078107571,,,,,,,
2640,1060105638,,,,,,,
2641,2098104567,,,,,,,
2642,2058107070,,,,,,,
2643,1131704929,,,,,,,
2644,6212204041,,,,,,,
2645,2041905162,,,,,,,
2646,1058705278,,,,,,,
2647,2148809754,,,,,,,
2648,1208604628,,,,,,,
2649,1198603889,,,,,,,
2650,2068609753,,,,,,,
2651,1050707660,,,,,,,
2652,2228105434,,,,,,,
2653,4468606695,,,,,,,
2654,1058706733,,,,,,,
2655,1308600191,,,,,,,
2656,1170503399,,,,,,,
2657,2141109748,,,,,,,
2658,1090305108,,,,,,,
2659,6178503925,,,,,,,
2660,1028109203,,,,,,,
2661,1098607672,,,,,,,
2662,1048608621,,,,,,,
2663,4578102979,,,,,,,
2664,6038106213,,,,,,,
2665,8088706232,,,,,,,
2666,6201407446,,,,,,,
2667,4688605061,,,,,,,
2668,1138601615,,,,,,,
2669,2118104922,,,,,,,
2670,1198108047,,,,,,,
2671,3268704032,,,,,,,
2672,4028109305,,,,,,,
2673,3148104704,,,,,,,
2674,1238106106,,,,,,,
2675,3698108819,,,,,,,
2676,6131008994,,,,,,,
2677,2208801163,,,,,,,
2678,6498700494,,,,,,,
2679,6128709531,,,,,,,
2680,5028106420,,,,,,,
2681,1210801942,,,,,,,
2682,5298502574,,,,,,,
2683,2902004253,,,,,,,
2684,1738707402,,,,,,,
2685,5188802468,,,,,,,
2686,1088103136,,,,,,,
2687,4108605802,,,,,,,
2688,1078701667,,,,,,,
2689,1248601258,,,,,,,
2690,1222509268,,,,,,,
2691,5618707012,,,,,,,
2692,1058103212,,,,,,,
2693,2248106285,,,,,,,
2694,6024202469,,,,,,,
2695,2068100437,,,,,,,
2696,8208100627,,,,,,,
2697,1098105339,,,,,,,
2698,1378603416,,,,,,,
2699,7048100667,,,,,,,
2700,1018600974,,,,,,,
2701,4058801605,,,,,,,
2702,1192200086,,,,,,,
2703,1118101940,,,,,,,
2704,6088106001,,,,,,,
2705,2048103926,,,,,,,
2706,5028601267,,,,,,,
2707,1078604144,,,,,,,
2708,1238603388,,,,,,,
2709,1108105776,,,,,,,
2710,1058601927,,,,,,,
2711,1378605464,,,,,,,
2712,2208100524,,,,,,,
2713,4098600677,,,,,,,
2714,4578704161,,,,,,,
2715,4168106992,,,,,,,
2716,1308601052,,,,,,,
2717,2118101308,,,,,,,
2718,3168102443,,,,,,,
2719,2128101416,,,,,,,
2720,3788606342,,,,,,,
2721,5168800569,,,,,,,
2722,6168106861,,,,,,,
2723,2248101156,,,,,,,
2724,2048106512,,,,,,,
2725,5218707519,,,,,,,
2726,6208104229,,,,,,,
2727,6618805725,,,,,,,
2728,3018100579,,,,,,,
2729,3128600695,,,,,,,
2730,3128209817,,,,,,,
2731,1138606709,,,,,,,
2732,1408109646,,,,,,,
2733,1868801920,,,,,,,
2734,1138106689,,,,,,,
2735,1098109289,,,,,,,
2736,3128106841,,,,,,,
2737,4168707624,,,,,,,
2738,1858809122,,,,,,,
2739,1210202799,,,,,,,
2740,5868704910,,,,,,,
2741,8388801195,,,,,,,
2742,5048600163,,,,,,,
2743,6088605238,,,,,,,
2744,8396408157,,,,,,,
2745,3122705097,,,,,,,
2746,6201405676,,,,,,,
2747,4458709839,,,,,,,
2748,1288607769,,,,,,,
2749,1108105642,,,,,,,
2750,2090807697,,,,,,,
2751,1208101621,,,,,,,
2752,1198604407,,,,,,,
2753,2208106126,,,,,,,
2754,2208802240,,,,,,,
2755,1058708246,,,,,,,
2756,1010204456,,,,,,,
2757,4158101418,,,,,,,
2758,1302903708,,,,,,,
2759,1098108637,,,,,,,
2760,3388708162,,,,,,,
2761,1248702548,,,,,,,
2762,6058609172,,,,,,,
2763,5028504743,,,,,,,
2764,6858802177,,,,,,,
2765,1078702665,,,,,,,
2766,3198102005,,,,,,,
2767,3678808484,,,,,,,
2768,1428104828,,,,,,,
2769,2328102241,,,,,,,
2770,3268607435,,,,,,,
2771,2208706838,,,,,,,
2772,7298607979,,,,,,,
2773,1048107174,,,,,,,
2774,1148600150,,,,,,,
2775,1208100933,,,,,,,
2776,8298609029,,,,,,,
2777,4178106334,,,,,,,
2778,3108107162,,,,,,,
2779,1138607942,,,,,,,
2780,6558701413,,,,,,,
2781,3078502225,,,,,,,
2782,8454803700,,,,,,,
2783,1108100253,,,,,,,
2784,5818607389,,,,,,,
2785,2208601514,,,,,,,
2786,1058602365,,,,,,,
2787,1058603215,,,,,,,
2788,5038104818,,,,,,,
2789,6028101873,,,,,,,
2790,2158707242,,,,,,,
2791,1348703989,,,,,,,
2792,5028104952,,,,,,,
2793,4548607870,,,,,,,
2794,6828705739,,,,,,,
2795,6228100218,,,,,,,
2796,6468108069,,,,,,,
2797,3148108437,,,,,,,
2798,1208707326,,,,,,,
2799,6201109238,,,,,,,
2800,6018102373,,,,,,,
2801,5024000949,,,,,,,
2802,1100109231,,,,,,,
2803,2118604301,,,,,,,
2804,3328800498,,,,,,,
2805,2218101048,,,,,,,
2806,2788102428,,,,,,,
2807,8578603327,,,,,,,
2808,1318603233,,,,,,,
2809,1308603469,,,,,,,
2810,5898604034,,,,,,,
2811,1228108172,,,,,,,
2812,1108606010,,,,,,,
2813,1608601680,,,,,,,
2814,4428805138,,,,,,,
2815,5138106525,,,,,,,
2816,1068602726,,,,,,,
2817,1948106641,,,,,,,
2818,1198609117,,,,,,,
2819,6792109183,,,,,,,
2820,1078703189,,,,,,,
2821,1118109945,,,,,,,
2822,5150709612,,,,,,,
2823,5118702706,,,,,,,
2824,8438104043,,,,,,,
2825,5048103372,,,,,,,
2826,3148105716,,,,,,,
2827,2218107048,,,,,,,
2828,1218601899,,,,,,,
2829,2208705974,,,,,,,
2830,1858800483,,,,,,,
2831,6138104227,,,,,,,
2832,1448707080,,,,,,,
2833,1178104777,,,,,,,
2834,8278205863,,,,,,,
2835,6558705621,,,,,,,
2836,6598706093,,,,,,,
2837,1050300087,,,,,,,
2838,5110308691,,,,,,,
2839,4118108881,,,,,,,
2840,4248709838,,,,,,,
2841,1768806368,,,,,,,
2842,1113800222,,,,,,,
2843,1388105050,,,,,,,
2844,1048108186,,,,,,,
2845,3618700696,,,,,,,
2846,2208609516,,,,,,,
2847,6108108265,,,,,,,
2848,1308609622,,,,,,,
2849,4048103083,,,,,,,
2850,1078101245,,,,,,,
2851,1148601863,,,,,,,
2852,1058706134,,,,,,,
2853,1848606185,,,,,,,
2854,7158700411,,,,,,,
2855,2178104511,,,,,,,
2856,6418804560,,,,,,,
2857,8908601745,,,,,,,
2858,1378608197,,,,,,,
2859,2268103365,,,,,,,
2860,4118103984,,,,,,,
2861,1188101055,,,,,,,
2862,1248106779,,,,,,,
2863,5028102353,,,,,,,
2864,7068104717,,,,,,,
2865,5148109580,,,,,,,
2866,2458707948,,,,,,,
2867,2248101386,,,,,,,
2868,1208709491,,,,,,,
2869,3018108672,,,,,,,
2870,2148803052,,,,,,,
2871,1223008560,,,,,,,
2872,5928104467,,,,,,,
2873,5061800202,,,,,,,
2874,4048102893,,,,,,,
2875,1058602928,,,,,,,
2876,2128100767,,,,,,,
2877,1108103866,,,,,,,
2878,1078101029,,,,,,,
2879,5158109071,,,,,,,
2880,4748700735,,,,,,,
2881,6238609236,,,,,,,
2882,2118600619,,,,,,,
2883,1208705502,,,,,,,
2884,2908700801,,,,,,,
2885,3018102596,,,,,,,
2886,8071600032,['주식회사 엘에스'],1984-08-17,2.02E+12,케이블의제리충진장치,['H01B 13/32'],2.00E+12,소멸
2887,8071600032,['주식회사 엘에스'],1984-08-17,2.02E+12,열수축성튜브2차성형장치,['B29C 35/04'],,거절
2888,8071600032,['주식회사 엘에스'],1986-03-18,2.02E+12,고출력4극진공관을이용한고압정전류제어회로,['H01S 3/102'],2.00E+12,소멸
2889,8071600032,['주식회사 엘에스'],1978-04-13,2.02E+12,전력케이블,"['H01B 7/36', 'H01B 7/02', 'H01B 3/44']",,취하
2890,8071600032,['주식회사 엘에스'],1987-07-23,2.02E+12,테이핑설비의테이프단선검출제어장치,"['G01N 21/17', 'G01N 21/84']",2.00E+12,소멸
2891,8071600032,['주식회사 엘에스'],1987-11-17,2.02E+12,동력전달과부하차단기,"['F16D 9/00', 'F16D 11/04']",,거절
2892,8071600032,['주식회사 엘에스'],1985-01-24,2.02E+12,로터베이터정지판의정지압력조절장치,"['A01B 33/02', 'A01B 33/08']",2.00E+12,소멸
2893,8071600032,['주식회사 엘에스'],1985-02-27,2.02E+12,용접검사용보안경,"['A61F 9/06', 'G02C 9/04', 'G02C 7/10']",2.00E+12,소멸
2894,8071600032,['주식회사 엘에스'],1986-06-05,2.02E+12,경보장치의옥외포설용광섬유케이블,['G02B 6/44'],2.00E+12,소멸
2895,8071600032,['주식회사 엘에스'],1991-12-20,2.02E+12,트랙터의구동축커버장치,"['A01B 33/08', 'B60K 17/22']",,거절
2896,8071600032,['주식회사 엘에스'],1992-02-13,2.02E+12,불균일한(D형)GAAS웨이퍼연마기,['H01L 21/30'],2.00E+12,소멸
2897,8071600032,['주식회사 엘에스'],1992-08-31,2.02E+12,광화상전송기기의데이타신호혼합회로,['H04L 27/10'],,거절
2898,8071600032,['주식회사 엘에스'],1989-01-26,2.02E+12,접착성을부여한비선형저항전열체,['H05B 3/06'],,거절
2899,8071600032,['주식회사 엘에스'],1993-02-09,2.02E+12,트랙터의유압레버장치,['B62D 49/00'],,거절
2900,8071600032,['주식회사 엘에스'],1991-07-13,2.02E+12,굴삭기용버킷의잔토제거장치,['E02F 3/407'],2.00E+12,소멸
2901,8071600032,['주식회사 엘에스'],1992-01-30,2.02E+12,관로기중송전선,"['H02G 3/04', 'H01B 7/17']",,거절
2902,8071600032,['주식회사 엘에스'],1998-06-12,2.02E+12,선로상태의 진단기능을 갖는 광분포 온도 측정시스템,"['G01K 11/32', 'B61K 9/08']",,거절
2903,8071600032,"['주식회사 엘에스', '재단법인 한국인삼연초연구원']",1992-12-05,2.02E+12,트랙터용작업기,"['A01B 33/02', 'A01G 13/02']",2.00E+12,소멸
