BusinessNum,stYear,노무비,당기순이익(손실),당좌부채(당좌차월),당좌자산,대손상각비,매출 증가율,매출액,매출원가,매출채권,매출총이익,법인세비용,부채총계,비유동부채,수출액1,수출액2,수출액3,수출액4,수출액5,영업외비용,영업이익,원재료,유동부채,유동비율,유동자산,유형자산 증가율,이익잉여금,이자비용,인건비,자기자본,자본잉여금,자본총계,자산총계,재고자산,제조경비,제조원가,차입금,총자산,총자산 증가율,투자자산,판매비와관리비,cmpCd,cmpScl,criGrd,accDate,grdDesc
1018603474,2020.0,61992.0,33325.0,0.0,344160.0,164.0,-15.847,1320154.0,1087780.0,78785.0,232373.0,3534.0,262866.0,0.0,0.0,0.0,0.0,0.0,0.0,5999.0,39789.0,4365.0,262866.0,132.587,348525.0,-55.764,143025.0,5162.0,45308.0,243025.0,0.0,243025.0,505891.0,4365.0,37000.0,1036233.0,163453.0,505891.0,14.07,9533.0,192584.0,3692330.0,중소기업,B3,2021-12-31,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1018603994,2017.0,2631402.0,443177.0,0.0,3291431.0,2795.0,4.792,17092329.0,14783515.0,1227023.0,2308814.0,41845.0,5726085.0,4834392.0,0.0,0.0,0.0,0.0,0.0,154399.0,631462.0,0.0,891693.0,635.778,5669186.0,3.013,2864849.0,153177.0,704834.0,3414849.0,0.0,3414849.0,9140934.0,2377755.0,10013815.0,14420515.0,4480000.0,9140934.0,5.517,157956.0,1677352.0,2280542.0,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1018603994,2018.0,2826499.0,348133.0,0.0,3831082.0,21589.0,-4.287,16359496.0,14280030.0,2179502.0,2079466.0,5921.0,5956039.0,4777688.0,0.0,0.0,0.0,0.0,0.0,165622.0,416869.0,2202655.0,1178350.0,512.05,6033737.0,-3.577,3212982.0,164681.0,641328.0,3762982.0,0.0,3762982.0,9719021.0,2202655.0,11217654.0,14280030.0,4620000.0,9719021.0,6.324,247956.0,1662597.0,2280542.0,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1018603994,2019.0,2360843.0,551226.0,0.0,4164928.0,18843.0,31.505,21513562.0,18336191.0,2122780.0,3177371.0,11197.0,5869697.0,4813341.0,0.0,0.0,0.0,0.0,0.0,179947.0,669930.0,1908169.0,1056356.0,574.91,6073097.0,18.212,3764208.0,178100.0,1020890.0,4314208.0,0.0,4314208.0,10183905.0,1908169.0,15351349.0,18336191.0,4420000.0,10183905.0,4.783,247956.0,2507440.0,2280542.0,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1018603994,2020.0,2848439.0,548896.0,0.0,5040776.0,23139.0,3.574,22282496.0,18996238.0,2531992.0,3286258.0,10251.0,6500873.0,5528459.0,0.0,0.0,0.0,0.0,0.0,169866.0,683459.0,1737700.0,972414.0,697.077,6778476.0,2.44,3746692.0,169508.0,1055239.0,4296692.0,0.0,4296692.0,10797565.0,1737700.0,15884814.0,18996238.0,5120000.0,10797565.0,6.026,197956.0,2602799.0,2280542.0,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1018603994,2021.0,3301124.0,961566.0,0.0,6729701.0,18144.0,45.73,32472225.0,28782242.0,2156538.0,3689983.0,20140.0,6485903.0,5214108.0,0.0,0.0,0.0,0.0,0.0,173246.0,1124129.0,1409605.0,1271795.0,639.986,8139306.0,-11.513,4708258.0,157231.0,965085.0,5258258.0,0.0,5258258.0,11744161.0,1409605.0,25039471.0,28782242.0,4760000.0,11744161.0,8.767,197956.0,2565853.0,2280542.0,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1018604104,2017.0,5178990.0,322834.0,0.0,1568879.0,0.0,-0.375,14216396.0,8473860.0,541483.0,5742536.0,20008.0,1915216.0,0.0,0.0,0.0,0.0,0.0,0.0,47191.0,362326.0,0.0,1915216.0,137.388,2631277.0,-12.504,3455224.0,38350.0,2068872.0,7463159.0,2017115.0,7463159.0,9378375.0,1062398.0,2001910.0,7524701.0,1200000.0,9378375.0,1.635,1375288.0,5380210.0,3316391.0,중소기업,B1,2021-12-31,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1018604104,2018.0,5659305.0,477967.0,0.0,2233217.0,0.0,-1.746,13968202.0,8670305.0,785960.0,5297897.0,110959.0,2540593.0,1206017.0,0.0,0.0,0.0,0.0,0.0,52399.0,620548.0,0.0,1334576.0,258.208,3445978.0,20.306,3933191.0,43190.0,1413798.0,7941126.0,2017115.0,7941126.0,10481720.0,1212761.0,2134052.0,7855658.0,1500000.0,10481720.0,11.765,1829288.0,4677350.0,3316391.0,중소기업,B1,2021-12-31,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1018604104,2019.0,0.0,159474.0,0.0,2689424.0,2371.0,7.5,15018544.0,10204626.0,1040049.0,4813918.0,31519.0,3297907.0,1522839.0,0.0,0.0,0.0,0.0,0.0,72095.0,177547.0,0.0,1775069.0,217.9,3867451.0,98.8,4092665.0,72088.0,1425291.0,8259356.0,2015871.0,8259356.0,11557263.0,1178026.0,0.0,0.0,1700000.0,11557263.0,10.3,1625288.0,4636371.0,3316391.0,중소기업,B1,2021-12-31,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1018604104,2020.0,0.0,-3089736.0,0.0,3693312.0,35458.0,-70.979,4358565.0,3409875.0,761702.0,948690.0,-864977.0,4107454.0,321686.0,0.0,0.0,0.0,0.0,0.0,465144.0,-3684308.0,0.0,3785768.0,109.772,4155727.0,1.169,1002929.0,110519.0,1453431.0,8168507.0,4008871.0,8168507.0,12275961.0,462415.0,0.0,0.0,3200000.0,12275961.0,6.219,1590686.0,4632998.0,3316391.0,중소기업,B1,2021-12-31,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
