,BusinessNum,cmpCd,cmpNm,cmpScl,criGrd,accDate,grdDesc
1380,1078706905,,,,,,
1381,5968703425,,,,,,
1382,1051907955,,,,,,
1383,4178806488,,,,,,
1384,5168600357,,,,,,
1385,4158105706,,,,,,
1386,1448100599,,,,,,
1387,5718703455,,,,,,
1388,6118100868,,,,,,
1389,1298109938,,,,,,
1390,3720205498,,,,,,
1391,3378703598,,,,,,
1392,5438708596,,,,,,
1393,3148108451,,,,,,
1394,1242501165,,,,,,
1395,6698708919,,,,,,
1396,2394104400,,,,,,
1397,1078607588,2808127,아이몰피엠지,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1398,1058601814,,,,,,
1399,3818104904,,,,,,
1400,1048606831,,,,,,
1401,1140906585,,,,,,
1402,1010109319,2898316,드림오피스,중소기업,B2,2021-12-31,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1403,2908104436,,,,,,
1404,3668103744,,,,,,
1405,1108109436,1307836,대창설비,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1406,1058704285,4069814,(주)디자인에그,중소기업,B3,2022-02-15,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1407,6159105462,,,,,,
1408,6138106347,,,,,,
1409,1348107995,,,,,,
1410,1208602120,,,,,,
1411,1108600840,,,,,,
1412,1278608848,,,,,,
1413,2142907946,,,,,,
1414,1058504617,,,,,,
1415,1098600557,,,,,,
1416,1058702321,,,,,,
1417,5768101766,,,,,,
1418,3058609669,,,,,,
1419,2568103592,,,,,,
1420,1058706828,,,,,,
1421,5038101618,,,,,,
1422,1378105904,1792080,메인텍,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1423,2218106551,2787911,포인트건설,중소기업,A3,2022-07-19,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1424,6168603573,,,,,,
1425,2268109606,,,,,,
1426,1128700938,,,,,,
1427,3308809300,,,,,,
1428,5878602511,,,,,,
1429,5068104731,4214493,(주)제이디웍스,중소기업,C3,2022-03-31,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1430,5058107803,,,,,,
1431,6198103163,,,,,,
1432,2421406207,,,,,,
1433,2648105890,,,,,,
1434,3478704095,,,,,,
1435,6132807016,,,,,,
1436,1101100180,,,,,,
1437,4758602994,,,,,,
1438,5678702783,6823261,드림앤테크,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1439,1058707594,,,,,,
1440,6068607629,,,,,,
1441,1048603929,,,,,,
1442,3838800457,,,,,,
1443,3918603171,,,,,,
1444,2858802059,,,,,,
1445,1058709628,4152648,네이티브바이너리,중소기업,A3,2022-07-19,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1446,1028100312,,,,,,
1447,3058106939,,,,,,
1448,4188706071,,,,,,
1449,1298604198,,,,,,
1450,1948702013,,,,,,
1451,4088106413,,,,,,
1452,4178109188,,,,,,
1453,2318102752,,,,,,
1454,2118702697,,,,,,
1455,4638703975,,,,,,
1456,1058103460,,,,,,
1457,6428806616,,,,,,
1458,1108108869,,,,,,
1459,3058605072,,,,,,
1460,2268102840,,,,,,
1461,1138606137,,,,,,
1462,1058706315,,,,,,
1463,1058701136,2833951,멘토니아,중소기업,A2,2022-07-19,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준"
1464,7798108376,,,,,,
1465,1148102402,,,,,,
1466,2688703997,,,,,,
1467,2078501247,,,,,,
1468,5048101639,1770009,동아텔레콤,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1469,3078108879,,,,,,
1470,6158105672,,,,,,
1471,1232705646,,,,,,
1472,2158709463,,,,,,
1473,6158103985,,,,,,
1474,1388102969,3721403,알에프피티,중소기업,A2,2022-07-19,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준"
1475,1958100617,,,,,,
1476,1058709627,,,,,,
1477,2148809778,,,,,,
1478,5498802782,,,,,,
1479,6788103586,,,,,,
1480,5488601227,,,,,,
1481,1208700548,,,,,,
1482,1048100609,,,,,,
1483,2498604058,,,,,,
1484,2048605564,,,,,,
1485,6038102263,,,,,,
1486,2118700212,2207973,아이유노글로벌,중소기업,B1,2022-07-19,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1487,5858106719,,,,,,
1488,5078109687,,,,,,
1489,2148607900,1152979,지에이시스템,중소기업,A3,2022-07-19,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1490,2578802814,,,,,,
1491,3658600368,,,,,,
1492,1308108550,,,,,,
1493,2208603898,,,,,,
1494,4091905131,,,,,,
1495,4028105719,,,,,,
1496,1078604960,,,,,,
1497,3738701684,,,,,,
1498,6178101230,,,,,,
1499,5028602618,,,,,,
1500,1268109151,,,,,,
1501,2118807510,,,,,,
1502,5028600828,,,,,,
1503,2438600805,,,,,,
1504,3928802821,8154758,가연환경디자인,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1505,3040400673,,,,,,
1506,3148108734,,,,,,
1507,3128107342,,,,,,
1508,1318601225,,,,,,
1509,5243905314,,,,,,
1510,4168106022,,,,,,
1511,2618108526,,,,,,
1512,1358603017,,,,,,
1513,1388104663,,,,,,
1514,1118101024,,,,,,
1515,1078608780,,,,,,
1516,2018604875,,,,,,
1517,1208709137,,,,,,
1518,5028609279,,,,,,
1519,7328808707,,,,,,
1520,2118605079,,,,,,
1521,1078102230,,,,,,
1522,5138109785,,,,,,
1523,4168107868,,,,,,
1524,1288705871,,,,,,
1525,1108102989,,,,,,
1526,1168104273,,,,,,
1527,1198105846,2651873,넥스가이드,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1528,5548105932,,,,,,
1529,4118108684,,,,,,
1530,2128105967,,,,,,
1531,2118807186,3029924,명인에스아이엔지니어링,중소기업,A2,2022-07-19,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준"
1532,8861005688,,,,,,
1533,1378107178,,,,,,
1534,3018604159,,,,,,
1535,2218106235,,,,,,
1536,1098101646,,,,,,
1537,5038102101,,,,,,
1538,5098103778,,,,,,
1539,5028109198,,,,,,
1540,1348605115,,,,,,
1541,5648803091,,,,,,
1542,5158109022,,,,,,
1543,5148106652,,,,,,
1544,6198706091,,,,,,
1545,7058609283,,,,,,
1546,4180707515,,,,,,
1547,3408806738,,,,,,
1548,2228106795,,,,,,
1549,1228605874,,,,,,
1550,6168109706,,,,,,
1551,7078609313,,,,,,
1552,6178507395,,,,,,
1553,6698800060,,,,,,
1554,1348606268,,,,,,
1555,1051508340,,,,,,
1556,6408803786,,,,,,
1557,7827000373,,,,,,
1558,1078707502,,,,,,
1559,4268102063,,,,,,
1560,1278608089,,,,,,
1561,3738608393,,,,,,
1562,5283401113,,,,,,
1563,4968603600,6678159,아이오트리,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1564,5158109249,,,,,,
1565,1095004149,,,,,,
1566,1078108335,,,,,,
1567,3148100709,,,,,,
1568,5048101602,,,,,,
1569,1078608973,,,,,,
1570,6258106030,6667207,모아건설산업,중견기업,A2,2022-07-19,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준"
1571,6508101990,,,,,,
1572,1368102383,,,,,,
1573,4868708499,,,,,,
1574,4180803103,,,,,,
1575,1081908821,,,,,,
1576,1138600264,,,,,,
1577,1208600823,,,,,,
1578,6038108399,,,,,,
1579,1268604481,,,,,,
1580,1318601593,,,,,,
1581,1208809527,,,,,,
1582,8408801433,,,,,,
1583,1058604878,,,,,,
1584,8178707820,,,,,,
1585,1378805331,,,,,,
1586,1200604489,,,,,,
1587,1058605420,,,,,,
1588,1368103966,,,,,,
1589,8900605320,,,,,,
1590,5358703930,,,,,,
1591,2118800752,,,,,,
1592,1238503283,,,,,,
1593,7968109315,,,,,,
1594,1244703540,,,,,,
1595,4208602835,,,,,,
1596,7598805265,,,,,,
1597,5038107201,,,,,,
1598,2138600362,,,,,,
1599,6078108067,,,,,,
1600,4028102034,,,,,,
1601,1058501221,,,,,,
1602,6021504616,,,,,,
1603,1908102780,,,,,,
1604,2048106433,,,,,,
1605,7568708892,,,,,,
1606,3568703841,,,,,,
1607,1248601703,,,,,,
1608,3058102701,,,,,,
1609,6328104894,,,,,,
1610,8478806791,,,,,,
1611,1438803018,,,,,,
1612,5028106178,2880513,대원이엔티,중소기업,C1,2022-07-19,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준"
1613,4160809019,,,,,,
1614,5051402573,,,,,,
1615,2118605175,,,,,,
1616,1148607531,,,,,,
1617,7968605763,,,,,,
1618,2118807511,,,,,,
1619,1198605586,,,,,,
1620,6168105993,1679830,한라전설,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1621,4048103516,,,,,,
1622,5868601510,,,,,,
1623,1138100401,1631880,에스엠코어,대기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1624,2758603472,,,,,,
1625,4778609458,6068561,성진이엔씨,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1626,1208605548,,,,,,
1627,2018604403,,,,,,
1628,5038603753,,,,,,
1629,1208708248,,,,,,
1630,4188104217,,,,,,
1631,2348109187,8406762,(주)송강인터내셔날,중소기업,A3,2022-05-15,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1632,2048608658,,,,,,
1633,4798606131,,,,,,
1634,8748607257,,,,,,
1635,4171305136,,,,,,
1636,1098100628,,,,,,
1637,8068701324,,,,,,
1638,5038106801,,,,,,
1639,1408708316,,,,,,
1640,1318101886,,,,,,
1641,1138100436,,,,,,
1642,1058103701,,,,,,
1643,2328102128,,,,,,
1644,6028706028,,,,,,
1645,7588107027,,,,,,
1646,5338805516,,,,,,
1647,1228600642,,,,,,
1648,5158106388,,,,,,
1649,1248109214,1381942,선일건설,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1650,4798109031,,,,,,
1651,8238802849,,,,,,
1652,1058709046,,,,,,
1653,1058104650,2216238,진성통합상사,중소기업,C2,2022-07-19,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1654,2948706763,8082748,(주)도트랩,중소기업,B1,2022-05-15,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1655,1808805807,,,,,,
1656,6178600287,,,,,,
1657,2208109904,,,,,,
1658,3158107591,,,,,,
1659,5138109882,,,,,,
1660,2208804798,,,,,,
1661,1198607284,,,,,,
1662,6038104891,,,,,,
1663,4038106806,,,,,,
1664,1168105188,,,,,,
1665,1078701560,3980185,(주)비즈니스서비스그룹,중소기업,A3,2022-02-15,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1666,1050302986,,,,,,
1667,5028109468,,,,,,
1668,5038103784,1134389,황주건설(주),중소기업,B2,2022-03-31,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1669,1978103632,,,,,,
1670,1058509139,,,,,,
1671,1303904767,,,,,,
1672,2498606612,,,,,,
1673,1268101064,1591014,대륙,중소기업,B1,2022-07-19,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1674,7248604518,,,,,,
1675,1058801767,,,,,,
1676,1128103287,1311568,한일종합산업,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1677,1018605567,,,,,,
1678,2122008844,,,,,,
1679,5088108565,,,,,,
1680,2128101093,,,,,,
1681,1138100167,,,,,,
1682,4158102160,,,,,,
1683,4278804525,,,,,,
1684,1222807087,,,,,,
1685,1018602354,,,,,,
1686,3178104903,,,,,,
1687,1245100311,,,,,,
1688,1168106959,,,,,,
1689,2078102307,,,,,,
1690,1138606262,4212782,지후소프트,중소기업,C2,2022-07-19,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1691,3328106118,,,,,,
1692,2048206190,,,,,,
1693,6788105738,,,,,,
1694,1198608817,5911866,블루골드,중소기업,B1,2022-07-19,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1695,5158105791,,,,,,
1696,2868800206,6648069,(주)텐덤,중소기업,C3,2022-05-15,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1697,1049009513,,,,,,
1698,4038103696,,,,,,
1699,1208100892,,,,,,
1700,1618102855,,,,,,
1701,8298105524,8411899,와이지엑스,중소기업,C2,2022-07-19,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1702,6438704644,,,,,,
1703,1088108108,,,,,,
1704,5088106729,,,,,,
1705,5028108359,,,,,,
1706,1018104132,,,,,,
1707,3268800265,,,,,,
1708,3438601037,6403489,팔칠구삼,중소기업,C2,2022-07-19,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1709,2068603705,,,,,,
1710,6048608992,6743934,스토린랩,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1711,1318600653,,,,,,
1712,4138601540,,,,,,
1713,6018102143,,,,,,
1714,6468801150,,,,,,
1715,1058206775,,,,,,
1716,1138101237,,,,,,
1717,3568609843,6655524,호경종합건설,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1718,2212701557,,,,,,
1719,1058702554,4064039,(주)에이펙스소프트,중소기업,C1,2022-02-15,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준"
1720,2118703490,1484426,에이스솔루션,중소기업,A2,2022-07-19,"양호한 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 낮으며, 현 단계에서 합리적으로 예측 가능한 장래의 어떠한 환경변화에 대한 대처능력이 상당한 수준"
1721,6488607072,,,,,,
1722,8368803963,,,,,,
1723,5138100126,,,,,,
1724,2628805749,8083059,시즌파이브마케팅컴퍼니,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1725,1358103829,,,,,,
1726,2118702376,,,,,,
1727,1248102218,,,,,,
1728,8348708868,,,,,,
1729,4958609111,,,,,,
1730,3128600964,,,,,,
1731,2268807852,,,,,,
1732,1058508517,5588918,고구려홍대점(주)덕용푸드시스템,중견기업,A1,2022-02-25,"최상위의 단기거래 신용능력을 보유하여, 채무불이행으로 인한 위험 가능성이 극히 낮으며, 현 단계에서 합리적으로 예측가능한 장래의 어떠한 환경변화에도 대처 가능한 초우량의 신용"
1733,1108705322,,,,,,
1734,2148804675,,,,,,
1735,1058705840,4033063,워크디자인,중소기업,C2,2022-07-19,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1736,3078103603,,,,,,
1737,2208605770,,,,,,
1738,1148101137,,,,,,
1739,3388603550,,,,,,
1740,1168109438,1853975,에스에이피코리아,중견기업,A3,2022-07-19,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1741,6168103699,,,,,,
1742,4028100256,,,,,,
1743,3428801087,,,,,,
1744,1308602533,,,,,,
1745,5028103505,,,,,,
1746,3178109160,,,,,,
1747,1341009774,,,,,,
1748,1828705731,,,,,,
1749,8458106393,,,,,,
1750,4328106318,,,,,,
1751,1088104488,,,,,,
1752,6178105183,,,,,,
1753,3288700420,,,,,,
1754,4038102873,,,,,,
1755,1018100096,,,,,,
1756,3848105004,,,,,,
1757,8708102134,,,,,,
1758,1278109271,2183723,가인지엔티,중소기업,A3,2022-07-19,"우위의 단기거래 신용능력이 인정되어, 채무불이행으로 인한 위험 가능성이 비교적 낮은 편이지만, 현 단계에서 예측 가능한 환경변화에 대한 대처능력이 제한적인 수준"
1759,3248803860,,,,,,
1760,1108109414,,,,,,
1761,2748801616,,,,,,
1762,5868109700,,,,,,
1763,1998104925,,,,,,
1764,1088107207,,,,,,
1765,5158102079,,,,,,
1766,3568808254,,,,,,
1767,4098605363,5869172,성원정보통신,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1768,5438700858,,,,,,
1769,1208705528,2802786,영진닷컴,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1770,2148804723,,,,,,
1771,3148609040,,,,,,
1772,5547206115,,,,,,
1773,1058706884,,,,,,
1774,3108805485,6501526,리즈텍시스템,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1775,1068601336,,,,,,
1776,4468709681,,,,,,
1777,6098608511,5947220,포스아이,중소기업,C1,2022-07-19,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준"
1778,3028107904,,,,,,
1779,2158103450,,,,,,
1780,1208700983,,,,,,
1781,4098605283,,,,,,
1782,1238601263,,,,,,
1783,5038105226,1337612,대성건업,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1784,1058600594,,,,,,
1785,1138603227,,,,,,
1786,1208104239,,,,,,
1787,1248100102,,,,,,
1788,1178105341,,,,,,
1789,2068102739,1951597,비피엔알,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1790,7258809100,6527660,맥가이버팩토리,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1791,4908108034,,,,,,
1792,6098509703,,,,,,
1793,4091705814,,,,,,
1794,1078701697,,,,,,
1795,1108108808,,,,,,
1796,2268107053,,,,,,
1797,6258603908,,,,,,
1798,2398606677,,,,,,
1799,8168603915,,,,,,
1800,3138102702,,,,,,
1801,1348602003,,,,,,
1802,1058600495,,,,,,
1803,1298609642,,,,,,
1804,3148107837,,,,,,
1805,6168102090,,,,,,
1806,4138606913,,,,,,
1807,1028107990,,,,,,
1808,2948704482,,,,,,
1809,1198601096,,,,,,
1810,5110809209,,,,,,
1811,2118801522,,,,,,
1812,2118706016,,,,,,
1813,1208605644,,,,,,
1814,4188107213,,,,,,
1815,1048607638,,,,,,
1816,1022507669,,,,,,
1817,1678603672,,,,,,
1818,5028501397,3739527,존슨콘트롤즈인터내셔널코리아,대기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1819,3148100574,,,,,,
1820,3958805427,,,,,,
1821,1628805747,,,,,,
1822,6138106928,,,,,,
1823,1058706121,,,,,,
1824,2243705484,,,,,,
1825,2118700140,2940123,디스트릭트코리아,중소기업,C2,2022-07-19,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1826,1148101327,,,,,,
1827,2908708006,8018462,더원콘텐츠,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1828,7108607398,,,,,,
1829,1058706629,3722232,앤커웨이브,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1830,3188506042,,,,,,
1831,6068106730,,,,,,
1832,3148605988,,,,,,
1833,2208700972,,,,,,
1834,6428604895,,,,,,
1835,3148601737,,,,,,
1836,1058709847,,,,,,
1837,7828102543,,,,,,
1838,8418804111,,,,,,
1839,4038102954,,,,,,
1840,2102709528,,,,,,
1841,1738704172,8582757,(주)스쿨버스,중소기업,B2,2022-05-15,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1842,1228104630,,,,,,
1843,3388103315,,,,,,
1844,6448703392,,,,,,
1845,5158106539,,,,,,
1846,3728106210,,,,,,
1847,1298608425,,,,,,
1848,1888107464,,,,,,
1849,2018103019,1170937,블루네트워크,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1850,5038102950,,,,,,
1851,1198100406,,,,,,
1852,2218109779,,,,,,
1853,7680809803,,,,,,
1854,1050809322,,,,,,
1855,2548801852,,,,,,
1856,1058703053,,,,,,
1857,3148101839,,,,,,
1858,2128107296,,,,,,
1859,8928701929,,,,,,
1860,1192106105,,,,,,
1861,3018109666,,,,,,
1862,7188807709,,,,,,
1863,2258108321,,,,,,
1864,2048105409,,,,,,
1865,6138109584,,,,,,
1866,4988109684,,,,,,
1867,5148107924,4150488,씨앤비종합건설,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1868,2158604931,,,,,,
1869,2628102733,,,,,,
1870,1078703276,,,,,,
1871,6168102176,,,,,,
1872,1218605202,,,,,,
1873,5248607315,,,,,,
1874,1218601139,,,,,,
1875,1388200010,,,,,,
1876,2148105189,,,,,,
1877,8898700378,,,,,,
1878,1078607736,,,,,,
1879,1198605984,,,,,,
1880,3608705577,,,,,,
1881,6138109862,2108743,에이스종합건설,중소기업,C3,2022-07-19,채무불이행 발생 가능성이 높아 향후 회복가능성이 낮고 적기 상환능력이 의심되는 수준으로 현금거래가 요망되는 위험 수준
1882,3148103494,2628027,휴먼시스템,중소기업,B1,2022-07-19,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1883,5148109551,,,,,,
1884,6138100831,,,,,,
1885,5298806590,6548930,(주)로우런더리,중소기업,C2,2022-02-15,"채무불이행 발생 가능성을 내포하고 있으며, 상위등급에 비해 거래안정성이 매우 낮은 수준으로 경계가 요망되는 수준"
1886,8408706581,,,,,,
1887,1168100026,,,,,,
1888,5018100916,,,,,,
1889,1358607684,,,,,,
1890,7018105680,,,,,,
1891,6348605544,,,,,,
1892,2208108474,,,,,,
1893,8998803795,,,,,,
1894,2200404339,,,,,,
1895,1178101480,,,,,,
1896,1198606196,,,,,,
1897,2208803836,,,,,,
1898,3778701681,,,,,,
1899,2152102396,,,,,,
1900,6078602983,5964632,케이시스,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1901,6168107274,3845591,지후,중소기업,C1,2022-07-19,"현재 수준에서 신용능력은 제한적이며, 장래 거래안정성 저하가능성이 예상되어 주의가 요망되는 수준"
1902,2938606472,,,,,,
1903,2148709364,,,,,,
1904,5168809767,8157388,삼정씨앤피,중소기업,B2,2022-07-19,"비교적 무난한 수준의 단기거래 신용능력을 보유하지만, 장래의 거래안정성에 다소 부정적인 요인이 내재되어 있는 수준"
1905,2278106676,1631646,강원개발,중소기업,B1,2022-07-19,"적정 수준의 단기거래 신용능력을 보유하지만, 급격한 환경변화에 따라 거래안정성에 다소 영향 받을 가능성이 있는 수준"
1906,1078600250,,,,,,
1907,7058607634,,,,,,
1908,1138605982,,,,,,
1909,1108104522,,,,,,
1910,2068108426,,,,,,
1911,7278706002,,,,,,
1912,6138106698,,,,,,
1913,5028101517,,,,,,
1914,1058507748,,,,,,
1915,2068608661,,,,,,
1916,1048108475,,,,,,
1917,7018602311,,,,,,
1918,6138101992,,,,,,
1919,1298609924,,,,,,
1920,1058601297,,,,,,
1921,3948603480,,,,,,
1922,3718100551,,,,,,
1923,1378103443,,,,,,
1924,3708803247,,,,,,
1925,5038108164,,,,,,
1926,5038102641,,,,,,
1927,1168100882,1442745,미르테크,중소기업,B3,2022-07-19,"단기간의 신용능력은 인정되지만, 향후 환경변화에 따른 지급확실성 저하 가능성이 상존하는 수준"
1928,2618102501,,,,,,
1929,2068101088,,,,,,
1930,2118700274,,,,,,
1931,2048107866,,,,,,
1932,5048104497,,,,,,
1933,1088108636,,,,,,
1934,2418600631,,,,,,
1935,1148701455,,,,,,
1936,1060804880,,,,,,
1937,1060500456,,,,,,
1938,1058709213,,,,,,
1939,1058705068,,,,,,
1940,2208203789,,,,,,
1941,5898602192,,,,,,
1942,1138104122,,,,,,
1943,6668703326,,,,,,
